"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"201802","경의선","백마","2","0","2743","673","11244","2470","30526","5221","20882","9129","11798","5696","8768","4359","8547","4032","8850","4846","8667","6005","7540","6465","7793","7404","7826","8129","8984","11048","10367","14621","5252","23948","3470","11489","3230","10914","3016","10642","1048","8542","106","2336","0","7","0","0","0","0","20180303"
"201802","경의선","풍산","1","0","1863","234","7315","2191","15908","3286","13930","6577","9409","4486","6883","3306","6559","4043","6466","4379","6608","4748","5961","5066","6293","5797","6624","6987","7457","8383","6932","10449","4416","13879","3260","8256","3283","7694","2597","7250","864","5075","122","2040","0","4","0","0","0","0","20180303"
"201802","경의선","일산","9","1","4386","777","19212","2872","43730","5593","27155","9862","15397","7946","12281","6216","12189","6810","12612","8444","12405","10552","10999","11350","11756","11381","11766","13885","10817","16222","10901","22447","6770","34403","4976","17085","4734","17126","4129","14536","1602","10145","335","4152","4","5","0","0","0","0","20180303"
"201802","경의선","탄현","20","0","3633","529","14060","3035","32796","4692","20622","8518","12596","6528","10440","4364","10024","4945","9573","5829","9130","6296","8701","7418","8394","8083","9579","10673","9390","12809","10269","19342","5984","27063","5097","14825","4907","11970","3696","12704","1585","7940","310","4358","1","34","0","0","0","0","20180303"
"201802","경의선","야당","7","1","2290","177","7374","2954","14757","3397","11763","5259","7496","4129","6700","2567","5859","3017","6105","3383","5540","4249","5157","4366","5212","4747","7023","6309","6598","7094","6200","11540","3412","10124","2758","8267","2767","6403","2069","7250","946","4091","167","2669","0","19","0","0","0","0","20180303"
"201802","경의선","운정","2","0","2232","201","10266","2707","21506","4787","17019","7010","9716","3895","8594","3092","7643","3203","7664","4034","6730","4769","6147","5174","6041","5546","6715","7866","7665","9503","7543","13917","4136","14898","2933","10859","2722","8835","2007","9198","568","5368","86","2881","3","21","0","0","0","0","20180303"
"201802","경의선","금릉","9","0","2456","264","6645","1613","14207","3876","10790","8221","7425","4885","7177","3728","7120","3394","7676","4704","7224","5049","6420","6112","5899","5756","6423","8057","7520","9392","8780","11987","4649","12043","4387","9642","3970","7180","3161","7030","1188","4956","166","3071","1","34","0","0","0","0","20180303"
"201802","경의선","금촌","23","2","3081","160","8881","2863","17344","8480","17494","13751","12324","8353","11277","7287","11501","6878","12090","9176","11795","8857","11060","9447","10089","10672","10971","12318","12576","14696","14611","16943","8319","15835","5969","12848","5573","10462","3426","8199","1202","6268","198","3947","0","41","0","0","0","0","20180303"
"201802","경의선","월롱","12","0","509","31","951","4606","2127","7466","3055","9389","2461","2084","2183","1750","2140","1671","2832","2386","2951","2257","2521","2103","3453","2463","4341","2509","9037","2933","11889","3585","4390","3546","3182","2948","2669","3845","1009","3375","323","2531","44","1505","3","14","0","0","0","0","20180303"
"201802","경의선","파주","50","1","625","26","1293","318","2429","1255","3311","3418","2402","1013","2008","948","2205","867","2173","1103","2194","1052","1667","990","1675","1313","2115","1449","2758","1605","3610","1790","1148","1539","683","1111","698","1135","319","1015","83","825","16","386","1","22","0","0","0","0","20180303"
"201802","경의선","문산","912","2","2926","15","7373","1910","16994","6192","16270","10964","12195","5456","10387","5700","9704","6342","9837","6302","9866","6982","9203","7671","8872","10583","8863","10105","10771","13946","11139","15528","6256","12943","4394","10628","3422","9638","2069","7402","469","5997","3","3248","0","714","0","0","0","0","20180303"
"201802","경의선","서울역","0","0","0","0","0","0","0","0","1","0","1","0","1","0","2","0","0","0","1","0","0","0","1","0","1","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20180303"
"201802","경의선","공덕","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20180303"
"201802","경의선","홍대입구","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20180303"
"201802","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","2","0","0","0","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","20180303"
"201802","경의선","계양","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20180303"
"201802","경의선","검암","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","20180303"
"201802","경춘선","퇴계원","3","0","1895","518","3913","1026","14508","2474","11471","3966","6755","1947","5612","2057","4565","2362","5124","2722","4457","2957","3737","3250","3654","4308","3525","4819","3830","5892","5013","10290","2821","9759","1746","6256","1613","4593","1106","4725","602","3972","42","511","0","0","0","0","0","0","20180303"
"201802","경춘선","사릉","16","0","1451","619","3660","1479","14812","3470","11661","5041","6973","2432","5107","2153","4634","2133","4623","2360","4409","2552","3344","3247","3547","3373","3370","5402","4516","4581","6014","9186","2641","11150","1695","7199","1390","4502","840","5198","418","3994","25","528","0","0","0","0","0","0","20180303"
"201802","경춘선","금곡","4","0","996","276","1481","636","4195","1515","3757","3158","2752","1447","2428","1652","2624","1288","2139","1698","2400","1415","1860","2012","2186","1682","1813","2447","2129","2178","2932","3448","1256","2950","743","2087","562","1533","518","1214","219","1568","2","272","0","0","0","0","0","0","20180303"
"201802","경춘선","평내호평","388","0","4270","697","7007","1602","20852","3363","15665","7010","9849","5859","8397","4622","8209","5012","8652","5441","7547","6261","7324","7285","6930","7236","7661","8079","7736","11285","8175","14878","4934","16369","4100","10650","3580","9754","3367","6001","1913","7644","38","1934","0","0","0","0","0","0","20180303"
"201802","경춘선","천마산","3","0","767","195","2095","446","5817","1166","4316","1135","3671","1290","2740","894","2555","1086","2427","1367","2038","1571","1847","1668","1416","2368","1559","2406","1641","2805","1513","2971","873","4304","616","2775","393","2054","361","1472","149","1663","12","389","0","0","0","0","0","0","20180303"
"201802","경춘선","마석","16","0","822","384","4485","2152","11879","4522","7664","6491","6882","3930","6163","2764","5308","4236","5801","3638","5387","4814","5045","3936","4729","6363","5106","5313","4858","6346","6629","8918","2804","8152","2206","6432","1697","4885","1416","3577","589","2840","23","939","0","0","0","0","0","0","20180303"
"201802","경춘선","대성리","0","0","268","32","953","313","824","434","886","778","1279","608","1736","631","2814","609","1715","995","922","1773","769","1818","901","1771","872","2133","1203","1302","851","1089","392","780","376","703","284","526","188","393","113","309","2","16","0","0","0","0","0","0","20180303"
"201802","경춘선","청평","0","0","682","96","1554","448","3092","1645","3802","3023","3582","2777","3907","2858","6235","2626","4279","3220","3447","3737","3532","4082","2995","3708","3688","4645","3757","4071","3763","3544","2738","3511","2085","2164","1232","2224","694","1643","286","1287","7","118","0","0","0","0","0","0","20180303"
"201802","경춘선","상천","0","0","85","20","364","123","543","186","684","455","578","597","617","577","790","605","596","428","630","503","587","551","624","591","739","534","786","761","424","540","199","508","186","418","136","335","90","249","118","196","1","59","0","0","0","0","0","0","20180303"
"201802","경춘선","가평","0","0","373","91","1013","629","1861","1517","3377","3907","2428","2436","3253","3466","7193","4515","3783","6206","3143","4437","3328","4989","3750","4625","4764","2916","5006","3218","4812","3486","1764","2581","1427","1867","889","1593","557","1272","239","1097","25","435","0","0","0","0","0","0","20180303"
"201802","경춘선","굴봉산","0","0","84","5","75","9","105","58","194","243","340","320","323","559","1064","397","463","399","363","344","318","394","366","337","368","367","293","309","213","313","123","268","105","187","41","176","34","119","15","86","11","11","0","0","0","0","0","0","20180303"
"201802","경춘선","백양리","0","0","343","34","163","28","97","215","175","773","178","579","353","726","1196","921","611","755","668","882","622","474","782","392","967","587","1627","482","1105","501","391","250","427","338","399","305","324","284","242","326","32","74","0","0","0","0","0","0","20180303"
"201802","경춘선","강촌","0","0","98","22","206","48","281","137","398","711","539","835","640","1540","1414","1165","1438","841","1043","1009","1069","827","1321","944","1455","920","1324","700","958","708","433","440","351","401","267","444","83","305","38","285","17","54","0","0","0","0","0","0","20180303"
"201802","경춘선","김유정","0","0","75","1","143","60","392","287","287","501","340","887","440","1532","545","1568","841","1236","1033","955","1095","1072","1445","938","1663","571","1449","400","744","393","202","314","143","225","92","181","41","132","22","103","12","56","0","0","0","0","0","0","20180303"
"201802","경춘선","남춘천","300","1","1253","11","2463","709","3230","1554","4472","3045","4605","3566","4872","3415","4314","5725","4372","8345","5539","4849","6459","4914","5936","5149","5742","4698","4813","6571","4246","3678","3733","7199","2854","4273","2512","2978","1706","3124","522","1811","18","1678","0","0","0","0","0","0","20180303"
"201802","경춘선","춘천","170","0","404","5","1088","275","1646","737","2082","2408","2635","2182","2544","2369","2380","3242","2532","4134","3626","3702","4123","2699","4772","3218","4937","2635","3879","2866","3155","2004","2447","2952","1661","1822","1215","1186","657","1240","153","743","12","832","0","0","0","0","0","0","20180303"
"201802","안산선","대야미","4","0","1724","810","4976","2699","10979","3740","11635","7248","7512","4344","5778","3165","5674","3360","6032","3725","6280","3678","5614","4187","5290","4816","5888","5854","6634","6669","8683","9189","5108","8693","3287","6499","3213","5612","1934","5167","944","4028","252","1526","0","0","0","0","0","0","20180303"
"201802","안산선","반월","2","0","2708","824","6062","2362","14648","4220","14770","4641","9787","3094","8199","3200","7655","3603","8008","3961","7187","4761","6085","5383","5501","6798","5455","8218","6376","8868","7346","12503","4671","10596","3072","9215","2559","8191","1769","7405","888","5057","233","1860","0","0","0","0","0","0","20180303"
"201802","중앙선","덕소","1237","3","2900","632","8104","1322","21616","4238","19692","5483","12058","4753","11139","4976","10641","5507","9938","5349","10046","7614","8509","7912","7950","7738","8106","13150","7943","11212","7494","17387","4795","20298","3633","11670","3086","10257","2189","10743","1042","8303","250","4083","0","3","0","0","0","0","20180303"
"201802","중앙선","도심","2","0","1250","350","4897","767","11855","1661","9160","3623","5181","1622","4368","1665","3864","1708","3655","2051","3539","1729","2651","2513","2758","2407","2801","3648","2651","3861","2624","5003","1863","6379","997","3340","1049","3369","703","3954","303","2325","73","781","0","1","0","0","0","0","20180303"
"201802","중앙선","팔당","8","0","156","30","424","211","1350","735","959","1574","826","2548","730","2293","820","1852","905","2082","1055","1239","1507","1421","1864","1290","2234","1249","2239","1157","1945","1045","1523","1041","1178","430","1335","509","801","369","171","264","15","94","0","1","0","0","0","0","20180303"
"201802","중앙선","운길산","0","0","162","29","629","178","1219","349","1442","1048","1095","1719","859","1744","1097","1228","1065","1384","1403","753","1641","791","1667","907","1558","975","1635","842","1068","973","557","997","486","715","464","617","145","647","66","414","5","156","0","4","0","0","0","0","20180303"
"201802","중앙선","양수","0","0","533","121","1609","655","4585","1173","3236","2457","3646","2540","2944","2672","3406","2320","3246","3055","3523","2297","3266","2421","3424","3100","3093","3561","3928","3499","2553","3438","1463","3385","1105","3064","880","2481","436","2595","200","1309","19","672","0","3","0","0","0","0","20180303"
"201802","중앙선","신원","0","0","68","7","200","56","343","220","349","348","407","277","302","448","341","282","328","222","354","216","515","214","506","259","430","301","437","282","320","344","126","246","59","174","50","241","29","204","19","89","3","85","0","0","0","0","0","0","20180303"
"201802","중앙선","국수","0","0","425","78","1023","144","1788","336","1904","1310","1774","1123","1546","987","1280","1037","1488","1301","1348","1006","1439","986","1695","1194","1540","1457","1095","1546","771","1770","401","1430","321","1312","261","812","105","1041","62","720","21","372","1","1","0","0","0","0","20180303"
"201802","중앙선","아신","1","0","338","24","725","176","1614","479","1397","795","1252","663","1392","599","1241","844","1061","795","1014","845","1081","857","951","1081","951","1075","979","1286","974","1417","502","1282","296","1016","232","894","82","937","66","623","4","347","1","3","0","0","0","0","20180303"
"201802","중앙선","오빈","1","0","164","18","402","99","754","217","775","351","789","326","901","241","663","415","563","367","545","282","467","413","579","557","371","547","436","764","353","752","192","767","137","516","82","462","33","513","16","240","1","189","1","0","0","0","0","0","20180303"
"201802","중앙선","양평","16","0","1445","95","2169","1331","9717","2152","6155","5705","4923","5642","6888","4208","6938","6380","7156","6310","6821","4561","6639","6424","6247","6070","6362","5881","6022","7087","5943","8053","3150","7030","2754","6550","2237","3775","1714","3967","985","3408","205","2027","1","4","0","0","0","0","20180303"
"201802","중앙선","원덕","11","0","291","40","516","142","818","189","1068","514","1088","353","1071","466","817","528","723","633","661","505","589","639","689","752","699","757","472","1080","452","937","308","715","176","562","177","633","102","534","97","306","30","222","0","0","0","0","0","0","20180303"
"201802","중앙선","용문","353","3","929","17","2500","376","3709","688","5546","3264","4366","2324","4461","2897","3641","4355","5077","6883","5620","5219","6320","4645","6587","5812","5102","3760","4058","5717","3406","4770","1756","3399","1112","3167","828","2400","569","2906","124","1695","2","1277","0","29","0","0","0","0","20180303"
"201802","중앙선","지평","0","0","0","0","0","0","124","27","301","118","1","0","257","183","2","5","0","0","0","0","0","0","1","0","133","17","113","378","7","1","98","224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20180303"
"201802","1호선","시청","60","4","2092","3507","3176","17756","6183","59405","8191","155427","10563","68868","13559","38271","18808","37045","21732","34809","27366","38795","33778","34534","43950","29340","47436","25356","64430","24293","124531","23954","64663","14226","46967","8115","50072","7030","33468","6076","13291","3461","1069","1079","16","26","0","0","0","0","20180303"
"201802","1호선","종각","110","7","3736","4446","4367","22694","6071","85462","10580","235696","13041","137676","18908","69649","31257","64886","39056","63184","53281","68320","61922","58329","74695","51731","84615","49873","116094","55256","210085","72020","117966","48666","95685","19077","113605","12352","95648","10355","47453","5343","4514","1453","18","57","0","0","0","0","20180303"
"201802","1호선","종로3가","110","12","4369","2039","3426","9282","5287","23445","8817","67801","12238","80042","19946","69124","34273","75842","46839","78867","60927","80593","67182","72341","75912","59057","81940","50740","86371","47052","108278","51531","81571","34036","56598","13627","61974","10257","53522","8718","24030","5372","2908","2334","45","74","0","0","0","0","20180303"
"201802","1호선","종로5가","24","0","1742","2837","2747","12830","4322","33130","8058","103116","11013","65666","17751","51125","27170","53780","36885","55392","48226","52324","55452","49740","60098","44167","62611","38180","72953","34218","104405","31686","65140","20018","39262","9754","32390","6854","24282","5459","9628","3214","723","943","5","27","0","0","0","0","20180303"
"201802","1호선","동대문","554","15","12102","1806","8835","6377","14062","11065","21489","24629","20224","25717","18447","26075","19601","31444","25528","35172","29860","34979","31124","34228","31372","31967","31543","28317","31405","28072","29899","27950","21565","27452","16779","20766","15056","16195","12893","15598","7136","11878","939","3962","11","125","0","0","0","0","20180303"
"201802","1호선","신설동","207","18","7247","2045","8424","6042","17395","20994","24899","59207","18840","34276","17678","22221","20070","20460","22505","20086","24833","22728","24185","20812","25954","20803","27835","20019","35181","24478","57524","26067","26897","22158","16912","14967","15295","14254","11455","13687","5010","9745","531","2510","6","42","0","0","0","0","20180303"
"201802","1호선","제기동","327","9","3920","1776","7310","6591","19176","15110","27898","40469","20935","32521","23037","38887","32448","52981","40719","59846","48636","66298","55659","59241","62621","48503","61306","35256","49110","26714","45127","24979","23645","20777","13523","12839","10405","11315","7200","10478","3251","7765","262","1916","3","44","0","0","0","0","20180303"
"201802","1호선","청량리(서울시립대입구)","1046","27","9768","3052","15678","10318","38196","17122","55919","36012","36922","34677","34310","39466","39832","50005","45969","54757","51378","64079","54973","64739","61103","59220","65211","50703","58755","50351","51568","57695","33709","47402","25767","29682","21205","27155","14249","26345","8073","19322","474","6219","6","186","0","0","0","0","20180303"
"201802","1호선","동묘앞","116","2","2736","637","3099","2903","5295","7373","8284","19256","8130","15084","8706","16911","12659","24000","18229","29043","24344","33290","30649","33268","34356","27781","34153","19866","30542","14575","24775","10678","11329","7912","6484","5633","5328","5999","4081","6321","2073","4238","209","2782","9","254","0","17","0","0","20180303"
"201802","2호선","시청","61","1","1110","1392","2050","13708","4784","71114","7308","192452","10042","76578","14405","26679","21663","25260","22442","24624","27412","29015","32921","27377","38226","23567","41671","21377","66469","20679","150239","20787","71777","13210","45624","7391","43716","6464","30745","5763","13370","3730","2053","1295","24","120","0","4","0","0","20180303"
"201802","2호선","을지로입구","75","0","2801","2859","2924","30182","7404","113625","12724","290605","17085","138053","23742","76452","34316","83333","40522","65524","54982","70326","64596","62879","77341","58677","93166","58715","119440","59534","250831","66456","148892","44199","132078","22560","112798","17582","79637","15179","37392","9185","4658","2965","30","898","0","18","0","0","20180303"
"201802","2호선","을지로3가","9","2","972","1493","2375","13473","4836","58135","9011","132663","11088","69443","15221","33425","19401","26409","20934","22627","24208","25700","27736","23510","31420","20140","36091","20221","52883","20048","110854","22187","62916","14793","36593","8074","35851","7627","27023","6774","13810","4814","2370","1512","11","50","0","1","0","0","20180303"
"201802","2호선","을지로4가","6","2","665","867","1471","9339","2707","18869","5150","65800","8235","38398","10811","22825","13474","22162","16401","20325","18456","19833","22021","19584","23881","17308","27402","15224","36207","12425","60827","11209","36366","7284","15735","4757","11800","4420","8671","4360","4040","3139","760","906","8","32","0","0","0","0","20180303"
"201802","2호선","동대문역사문화공원","245","1","8565","868","4959","8531","6660","17927","11319","49007","12477","34440","13644","30021","16135","29009","20036","31008","23189","36461","26811","34104","32384","31154","37009","28399","45369","30249","54009","35070","39863","39800","27342","26941","26871","20723","24340","16313","16897","11218","2680","4431","17","201","0","1","0","0","20180303"
"201802","2호선","신당","31","2","4918","1294","9708","8202","23691","13650","38266","35812","23870","23561","17580","18511","18459","19438","20930","20570","23204","22946","23538","23597","24422","23851","26011","24960","29812","28841","36055","38710","23289","32688","16772","20423","15825","19047","11416","18718","6483","12898","969","4431","15","117","0","1","0","0","20180303"
"201802","2호선","상왕십리","32","4","4839","549","11627","4378","31247","8881","51998","31176","28343","17515","18989","12371","18443","11377","18979","12980","19666","14944","17970","15608","17232","17306","18256","18918","20824","24302","27428","37749","18360","33958","11637","21136","10719","20658","7732","20894","3434","13957","606","4722","7","112","0","0","0","0","20180303"
"201802","2호선","왕십리(성동구청)","420","2","6341","843","9257","6045","26029","10378","42560","26152","28647","20306","19531","15343","21233","16322","23785","18691","26977","20821","26449","20712","27209","21690","28997","24237","34847","31844","41676","51185","28505","42625","25812","24174","29570","21358","29055","20496","18865","14841","3106","6290","36","188","2","2","0","0","20180303"
"201802","2호선","한양대","3","0","1104","399","2531","4424","5186","9237","7829","30012","5919","34885","5710","20961","8031","13785","11283","14247","11634","16509","11550","14039","13276","10709","17534","9895","25329","10220","26484","11333","13213","8146","9613","5603","10903","5104","8975","4773","5216","3673","995","1291","9","39","0","0","0","0","20180303"
"201802","2호선","뚝섬","16","1","3342","1553","7726","10356","20324","22373","29054","98794","18707","49198","14974","21556","15366","17466","17390","17159","20449","19682","20824","19054","22309","19505","25095","21097","32654","23127","79635","32558","40668","26686","22305","15846","20326","15105","14584","14545","6381","9491","1025","3649","17","114","0","0","0","0","20180303"
"201802","2호선","성수","27","2","4486","3375","9432","25146","21938","54704","30078","217770","23433","78309","19986","32150","20780","25494","24276","24769","28648","27709","31295","27613","34381","28615","38929","29899","59256","32944","151365","40546","78666","32670","40555","19649","37864","17172","27617","15460","13037","11046","1791","6641","27","1202","2","18","0","0","20180303"
