"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"201802","3호선","학여울","8","0","472","182","1275","1415","3285","2740","4487","6818","3012","4758","2338","4467","2788","4106","3611","4129","4270","4594","4577","4145","5395","3617","5540","3004","5794","2955","6556","3917","2924","3570","1824","2359","1659","2022","1205","2309","458","1502","55","487","1","7","0","0","0","0","20180303"
"201802","3호선","대청","21","1","2818","1281","8229","7338","21554","9204","28699","22100","16492","10239","12689","7085","12569","7286","12481","8588","13522","9323","12232","10215","13489","12247","16205","12147","20250","14667","25847","20489","12275","21464","8806","14152","7476","12983","5559","14569","2293","9296","264","2952","2","15","1","6","0","0","20180303"
"201802","3호선","일원","6","1","1834","935","6502","6535","17204","18755","19846","18164","13914","16908","14593","15789","15780","12488","16258","14122","15003","15144","15906","14137","17311","12702","19679","11774","23015","12936","14823","17142","9081","16798","6966","10512","4560","9604","3177","10273","1004","5832","121","2007","0","44","0","2","0","0","20180303"
"201802","3호선","수서","88","1","4225","1544","10498","11542","31058","22599","39618","47557","28145","28017","28644","20185","24383","16212","27944","21180","27648","20769","21978","22384","28385","24958","30223","28255","34218","32574","48086","43326","24663","39383","22327","27105","16528","21613","15048","22335","7728","10684","1159","4988","65","310","0","22","0","0","20180303"
"201802","3호선","가락시장","21","1","2606","535","6291","4099","19229","9133","24394","27558","16838","14554","14679","10355","14987","11242","15361","11925","16315","13240","15568","13822","15971","15274","16560","15670","18572","19348","27874","25190","14633","22244","10424","14132","10201","12295","7718","12290","3272","8044","517","2447","3","93","0","6","0","0","20180303"
"201802","3호선","경찰병원","3","1","2174","199","6187","2419","20019","6545","24910","28154","14409","13707","11688","8029","10537","6549","9779","7449","10328","9506","10659","9663","10893","9630","10340","9505","12652","12417","20536","18242","8742","17722","6508","11551","5780","10008","4044","10207","1543","6840","184","1863","5","31","0","0","0","0","20180303"
"201802","3호선","오금","30","0","2899","5","6873","1663","21922","4623","29704","13807","15667","6549","9818","5603","8622","4364","8872","5414","9353","5998","7763","6181","7273","7971","7962","8871","9958","11642","13254","17513","6268","16378","4438","11499","3898","10772","3222","11916","1300","7420","129","2379","3","38","0","0","0","0","20180303"
"201802","4호선","당고개","15","0","7435","16","15086","6054","42847","7144","44996","12521","29016","12277","21194","12289","19770","10230","20542","12287","20499","13361","17999","14813","16694","17306","16495","19918","17148","23808","16098","32763","12090","32513","7085","24975","6165","22356","4609","21931","2322","17169","310","5818","5","543","0","15","0","0","20180303"
"201802","4호선","상계","36","0","11948","148","32657","6906","84875","9645","78879","18227","43526","16234","32344","15240","29680","15162","31037","18566","30731","20438","25467","21933","24256","25474","24050","30222","25023","37892","24515","55598","16933","60345","11985","40496","11288","36361","11039","34952","4148","27225","645","8526","9","867","0","2","0","0","20180303"
"201802","4호선","노원","155","21","10629","474","23253","7709","50421","11975","57269","28611","34239","33967","28221","24967","27628","25075","31783","29140","32752","34259","32177","36114","32532","38359","35879","42627","36746","53483","38767","77535","28476","76289","30423","47822","27972","41011","29725","36762","15728","27908","2961","9681","30","469","0","1","0","0","20180303"
"201802","4호선","창동","1628","53","13334","2614","34866","9693","92199","15404","79889","35685","53181","33971","41591","29491","41583","29423","44239","32898","44690","39056","40615","42451","40758","46045","41007","52629","44358","58996","48200","86426","29140","89868","21550","59271","20611","51192","17726","48010","9047","35983","1337","12911","9","130","0","0","0","0","20180303"
"201802","4호선","쌍문","81","4","19843","976","46663","8978","121733","12713","135607","26171","78253","21769","56037","19336","48196","21381","48323","24895","46933","30218","41376","33076","37282","39525","37381","47144","40387","59941","40146","90470","27215","101327","18947","68208","15727","58632","12216","58632","5841","41175","977","14277","8","128","0","0","0","0","20180303"
"201802","4호선","수유(강북구청)","65","2","17666","2798","40704","10938","113470","18742","129241","49975","79314","40359","57595","32840","53379","33686","57099","38130","56837","43536","52143","48549","50742","54501","52275","63723","56793","75510","66945","115174","43572","119570","31878","78596","29324","69137","24091","65817","14336","44512","2246","12541","29","105","0","0","0","0","20180303"
"201802","4호선","미아(서울사이버대학)","24","1","9166","1300","19784","4943","49266","10486","59099","29485","35581","18767","26064","15648","23575","15754","26050","17408","26512","19953","24554","20675","23187","23933","22871","26740","25407","31737","28905","43796","18490","41994","12440","27844","10694","25435","8964","24116","3387","16599","484","4343","4","36","1","1","0","0","20180303"
"201802","4호선","미아사거리","23","5","11342","2805","30722","10645","82759","14731","96621","30351","58461","33102","41910","26472","38735","30019","42648","34085","45429","36536","42891","40181","42892","46337","46180","50995","47702","63112","48574","89650","37932","87201","37028","53142","23667","47439","18056","45608","9540","27915","1472","6944","18","53","0","0","0","0","20180303"
"201802","4호선","길음","28","0","7870","1599","25762","7394","75562","12609","83012","26913","46039","23783","32225","19778","29023","19798","31487","22792","32392","26726","29470","27167","28556","29388","30695","33195","34381","41985","34721","61853","23110","62365","16114","40337","12727","36954","11355","38780","5209","25825","764","6497","9","56","1","2","0","0","20180303"
"201802","4호선","성신여대입구(돈암)","17","4","4645","1313","16601","5595","44831","12990","55849","32907","36110","29062","28661","25111","28736","24604","33751","29536","35339","34157","34179","34869","35851","37110","39128","39342","44555","48113","49189","65752","34021","61860","28969","38657","30216","33255","29359","32072","14391","22817","2045","6206","21","65","1","1","0","0","20180303"
"201802","4호선","한성대입구(삼선교)","70","0","6348","1077","11532","5821","30175","13074","40765","26360","27140","24360","20205","17140","20866","15724","23220","17117","25001","19700","22597","19422","23311","21325","24639","22749","28844","27220","31114","34726","18334","32800","13753","21406","14073","19871","10919","21101","5390","13708","857","8701","9","1107","0","53","0","0","20180303"
"201802","4호선","혜화","17","0","3513","2071","7349","17433","15214","37585","22925","107302","23709","87702","30275","69428","36235","64537","41650","76694","48284","95191","55682","88339","71613","72181","86734","72477","107162","74744","125640","88153","82152","70394","76534","28093","96257","21875","97995","19085","40422","12401","5081","4913","37","106","0","2","0","0","20180303"
"201802","4호선","동대문","344","7","8223","2071","4034","11582","4936","33364","7695","77578","11823","69924","17691","55906","24022","50494","32613","46063","40752","49128","48700","44772","56979","38823","63813","31453","86462","24893","83590","20834","43998","24938","28392","18437","25026","12304","22738","7748","15173","6964","1575","2057","11","35","0","1","0","0","20180303"
"201802","4호선","동대문역사문화공원","263","1","9260","1340","5714","13349","7408","26694","11299","76440","12809","40511","14043","31426","17210","29418","20559","30203","24410","35162","31184","32678","38428","28513","44912","26167","58744","28130","87414","32463","59541","39439","44089","22945","42001","16364","37688","13107","22110","9271","3636","2887","28","33","0","0","0","0","20180303"
"201802","4호선","충무로","77","8","3024","2493","4962","15758","9200","49747","15541","178033","19001","103890","21909","53440","26334","44715","30402","40851","35919","46799","40963","44231","46408","35806","55535","33363","75965","35317","141337","39809","85239","29503","54177","16473","54393","14879","43464","14067","22833","9844","4418","3351","21","113","0","3","0","0","20180303"
"201802","4호선","명동","28","0","1479","1505","3344","14975","5458","43782","10145","113808","21442","81292","30781","60302","34964","69688","37974","74785","45026","86183","54538","78559","65082","76376","77667","77383","91604","77541","138681","73374","96617","56141","83173","35190","86521","25253","81024","16639","33705","10175","2571","3082","6","123","0","0","0","0","20180303"
"201802","4호선","회현(남대문시장)","26","1","2296","866","3726","23389","5573","53755","8986","136190","12821","95780","18955","69102","27260","73190","36347","61037","49504","54111","59174","52454","65759","44452","79629","34799","104356","27129","113825","22264","62692","15335","58081","9016","26742","9228","17502","8318","7386","5586","1021","1772","5","100","0","0","0","0","20180303"
"201802","4호선","서울역","174","4","4080","841","5839","12656","10669","31114","15460","90485","12359","43656","12300","24828","13654","26235","15583","29702","16151","30482","15597","30842","17395","33752","19222","36331","29542","39662","67633","41862","28554","34798","18087","24002","17151","23274","12936","19501","6631","11373","987","4755","25","421","0","8","0","0","20180303"
"201802","4호선","숙대입구(갈월)","5","0","2774","592","6622","6086","14944","18199","25206","54210","18902","31511","16038","18896","17513","16626","20136","18063","21796","21102","21929","19448","22151","19861","26113","20461","32549","24766","51736","34049","28348","27491","20954","16847","20958","15713","17749","15326","9388","10458","1430","2915","8","19","0","0","0","0","20180303"
"201802","4호선","삼각지","16","10","545","442","1642","4034","4674","10393","7213","25170","5043","12417","3941","8277","4567","8467","5916","8715","7287","8192","7211","7411","7223","7166","7464","7400","11045","8417","21932","11282","11276","8640","7526","5529","7084","4868","5587","4509","2647","3484","346","1301","2","48","0","0","0","0","20180303"
"201802","4호선","신용산","6","0","1154","955","3724","9215","9879","25664","14962","87701","12845","47351","11460","23327","13796","19939","14956","19398","18423","20946","18840","21620","22983","21526","26970","21312","34915","22975","76963","26789","44459","20152","28927","12664","23469","9957","18394","7794","9450","4526","1309","1397","17","8","1","0","0","0","20180303"
"201802","4호선","이촌(국립중앙박물관)","75","29","996","688","4311","6521","12109","13949","16056","26186","11741","21746","9197","17362","11250","14913","15020","16178","15883","20254","16124","18472","19168","16257","24325","14711","25949","15153","27987","20001","12798","16702","8747","9714","8498","8548","5093","8263","1920","5376","250","1814","4","17","0","0","0","0","20180303"
"201802","4호선","동작(현충원)","11","1","298","188","1133","1463","4126","2366","5977","5271","4066","3281","3139","2800","3205","2458","3294","2958","3238","3395","3259","3458","3293","3573","3710","3634","3958","3953","5221","5089","2458","4341","1664","2831","1677","2460","1164","2227","390","1589","88","706","3","55","0","1","0","0","20180303"
"201802","4호선","총신대입구(이수)","32","1","5668","795","15045","8744","42175","14692","60635","40405","37429","33954","27380","25280","27857","25317","29926","28527","32402","32691","30781","34296","31731","37377","31471","43122","34074","50866","43112","75368","29126","63887","24474","34816","23480","31572","21847","28237","11440","17914","1794","4986","22","239","0","0","0","0","20180303"
"201802","4호선","사당","99","5","9733","918","22765","14269","64741","20144","81940","34342","59153","28467","42718","22618","37641","27077","39597","29985","41251","27576","40029","27167","37033","30402","35816","37726","39147","53622","46484","84259","36772","71435","31355","37624","35334","32945","32381","31498","18093","21728","2498","8283","11","1002","1","8","0","0","20180303"
"201802","4호선","남태령","10","0","470","43","935","739","6617","1931","14281","3605","7190","1959","3982","1085","3780","1104","4004","1282","3818","1071","3165","1203","2938","1328","3231","1396","5861","1676","7612","1926","3636","2445","1086","1191","701","1045","408","911","184","600","43","258","0","14","0","0","0","0","20180303"
"201802","5호선","방화","3","0","4478","15","10181","3118","28206","3998","24721","11772","14147","6409","11454","5265","10685","5521","12110","6585","10948","7502","10549","8009","9354","9702","9841","11288","9945","12816","11308","17678","5539","21877","3930","14678","3214","12759","2585","12814","1137","8894","184","3218","3","330","0","11","0","0","20180303"
"201802","5호선","개화산","0","0","3296","59","6831","3636","20399","5617","18732","15903","10095","6197","7629","4688","7307","4609","7881","5706","7570","5918","7033","6141","7190","7081","7799","8037","10093","9498","14740","13574","7300","14625","4331","9946","3403","9215","3132","8473","972","5752","140","2112","4","184","0","1","0","0","20180303"
"201802","5호선","김포공항","1","0","477","2439","1849","7048","7397","11679","8751","13615","7593","9932","6592","10472","8402","12506","9662","14422","11973","14245","14143","14728","15975","13757","16263","14461","19689","14787","25775","15977","20140","11613","16477","5234","14440","3410","13281","2163","5024","1128","384","443","6","11","0","2","0","0","20180303"
"201802","5호선","송정","4","0","3579","1475","8188","6002","25750","8969","28272","14742","18104","8316","14709","7845","13581","8316","12830","8781","12465","9697","11435","11021","11340","13052","12367","14899","15454","17777","18200","25649","11453","25361","7524","16481","7216","14458","6354","13341","3251","8460","465","2699","5","18","0","4","0","0","20180303"
"201802","5호선","마곡","1","0","2206","1553","7127","6888","24579","10739","23707","27871","11586","9914","8120","4622","7673","3624","8252","5067","8064","5561","7211","5843","7864","6413","10775","7788","20492","9584","22722","14308","11173","16696","6781","9891","5254","8980","4623","9754","1652","6272","288","2725","4","22","0","1","0","0","20180303"
"201802","5호선","발산","4","0","2979","2692","8052","19657","24967","21328","26882","64118","13605","30688","12243","17010","14253","18704","17306","20047","19724","20286","21805","19248","24857","18671","30977","20604","41187","24315","57721","36493","31401","33668","23569","17359","24296","13903","20568","12317","8116","7663","1015","2967","2","28","0","0","0","0","20180303"
"201802","5호선","우장산","0","0","5582","902","19159","4055","53312","9874","53766","17674","29380","14033","22365","11916","23010","12280","25218","14426","24427","17803","21134","19551","21348","22442","21426","25635","21766","28772","20400","45285","12872","48391","9244","30028","8168","26613","6576","26677","2754","18310","366","4862","6","23","0","0","0","0","20180303"
"201802","5호선","화곡","44","0","18606","1327","34225","8594","106598","12432","135114","27290","65798","22723","42874","18478","40422","19044","42239","22003","40046","25639","35243","29520","32758","35864","35027","43367","36432","54615","40269","97965","24949","98015","18234","61889","16437","52212","12994","51547","5989","33296","752","9723","13","77","0","0","0","0","20180303"
"201802","5호선","까치산","86","0","20122","1069","35815","8422","116520","9505","145298","20968","69621","19384","44829","17987","41221","19568","42985","23524","40821","27295","35071","32703","31645","40041","32617","48725","33740","58858","34677","98273","23375","102602","16732","67485","15035","60618","11951","56236","6342","37654","989","10848","12","532","0","5","0","0","20180303"
"201802","5호선","신정(은행정)","17","0","9567","736","19665","3534","59875","6152","76880","13456","35229","9080","20490","7118","17734","7484","17948","8915","17757","10874","14179","12359","12596","15686","13511","18912","14659","22869","17807","37519","10558","37302","6580","25082","5492","23901","4383","22510","2100","15798","284","4515","3","46","0","0","0","0","20180303"
"201802","5호선","목동","0","0","6516","1408","17703","5535","57057","11523","68603","24880","32469","21179","24218","15845","23278","15581","24686","17707","24399","22179","22306","23393","22455","25502","23176","29888","27183","37332","31321","64452","18921","62971","14710","36022","14253","32548","15505","30769","6226","19901","874","6224","3","49","0","0","0","0","20180303"
"201802","5호선","오목교(목동운동장앞)","1","0","4186","1912","13338","7668","44061","19794","52969","70245","27926","55633","22468","31112","25113","31379","28451","35258","31477","39876","33530","37848","37651","38806","42301","41875","49463","48332","74166","72155","44790","60481","44667","31897","36130","26519","30455","25446","10928","16691","1572","4635","19","41","0","0","0","0","20180303"
"201802","5호선","양평","1","0","1867","586","4994","2525","17183","7335","20762","33875","8937","13567","6506","5499","6285","5046","6850","5257","7287","5848","6769","5862","7295","6546","7684","7188","10816","8512","26482","15297","10686","13816","6280","8329","5301","7857","3513","7924","1749","5275","224","1655","3","16","0","0","0","0","20180303"
"201802","5호선","영등포구청","3","0","704","398","1719","1558","6111","4070","9055","18210","3851","9114","3350","4698","3853","3665","4114","3601","4599","4337","4559","4408","5058","4331","5245","4282","7012","4505","13771","8810","6395","6093","4257","3686","3739","3081","3048","3171","1395","1983","188","448","1","3","0","0","0","0","20180303"
"201802","5호선","영등포시장","0","0","2145","913","4164","4664","14379","10880","19248","35317","9730","18198","8130","14406","8962","14122","10630","16106","11939","20508","12622","18598","16152","14594","19676","13584","23437","14677","33630","20581","17552","15765","11792","9245","10011","8349","7572","7660","3446","5248","383","1430","4","9","0","0","0","0","20180303"
"201802","5호선","신길","5","0","1503","334","2816","1624","8447","4223","12951","14488","4654","5984","3135","3074","2882","2869","3427","2823","3772","3897","3116","3394","3332","3611","3917","4032","5474","6645","10420","10911","4434","8030","2843","5416","2959","5647","1941","5596","1137","3912","174","1045","2","6","0","0","0","0","20180303"
"201802","5호선","여의도","8","0","2268","1952","3881","19625","8622","111579","12789","187156","10274","56956","10151","23021","15056","23946","15057","22781","20026","25518","22320","20786","28450","19481","33760","20243","61074","22163","154582","31802","66081","20286","41994","9373","43833","7664","31877","6580","11647","4175","1523","2406","6","19","0","7","0","0","20180303"
"201802","5호선","여의나루","1","0","808","1317","2152","7685","4519","22324","7019","55458","5326","12186","4630","8538","5418","7348","7162","8232","7210","8868","8818","8901","10371","7987","13026","8259","20360","8771","42504","10447","18975","8001","11835","5028","9798","3690","6351","3152","1989","1985","194","716","0","3","0","1","0","0","20180303"
"201802","5호선","마포","23","0","2370","1110","7263","5640","23141","17951","33303","65865","17625","33223","13555","15674","14372","14221","15862","13899","18848","15254","17276","15172","18474","15145","18969","16783","25852","21758","53011","39816","24523","30045","17734","16671","19501","14072","15811","13071","7412","8672","946","2574","8","17","0","0","0","0","20180303"
"201802","5호선","공덕","6","0","1822","658","4802","6291","16255","23182","25153","75839","12686","33589","10817","14940","12621","14374","14296","13304","16609","15229","16719","13866","17800","14357","19540","15521","27010","19990","57602","37783","27658","25911","19087","13367","20216","11381","16120","10502","7877","6817","1077","1975","10","11","0","0","0","0","20180303"
"201802","5호선","애오개","1","0","2065","432","5091","2899","16782","7522","24533","30002","12076","12445","8404","7378","8668","6388","9525","6589","10115","7678","9101","7993","9619","8456","9529","9006","11617","11080","21841","19379","9920","16280","6893","9871","6322","9118","4674","9218","1797","5810","231","2875","5","479","0","2","0","0","20180303"
"201802","5호선","충정로(경기대입구)","1","0","921","279","1729","1456","4650","7037","6831","28169","4447","14237","3532","4853","4234","3680","4938","3676","5660","4508","5647","4162","6160","4381","5965","4494","9055","4689","24651","8001","9589","5997","5582","3899","5366","4015","3568","3833","1626","2688","269","711","2","82","0","0","0","0","20180303"
"201802","5호선","서대문","2","0","2538","717","5425","9987","14538","42974","21639","124625","15093","38060","14605","21644","17893","17687","18193","17231","18956","21502","21594","17623","23904","15534","28345","15281","38119","18056","89560","24254","33934","19340","23441","10518","22987","10217","15190","9193","6661","5561","809","1689","7","37","0","0","0","0","20180303"
"201802","5호선","광화문(세종문화회관)","22","0","1085","822","3209","22005","9418","87498","13829","268565","13217","104198","14339","47899","21799","50333","26377","48663","38589","55865","46278","49144","56929","40482","70051","37298","99137","41187","213992","52088","100279","33462","66909","11900","74979","8355","53973","6309","19620","3784","2463","1146","4","14","0","0","0","0","20180303"
"201802","5호선","종로3가","16","2","1403","275","2163","4326","3364","10860","5100","40034","6052","35921","7953","28740","11755","30326","17289","32295","21909","33846","25606","29536","30460","25871","34873","23534","40048","23555","55281","28111","40873","18109","31165","8397","34174","6644","30371","5460","14732","3816","1910","1340","42","28","0","0","0","0","20180303"
"201802","5호선","을지로4가","1","0","293","168","565","4198","1129","9283","1462","35387","2166","18509","2882","11097","4190","9625","4928","8993","6325","8495","7573","8244","9058","6883","10186","5814","14007","4847","26423","4413","15710","2420","7566","1297","5872","1152","4264","922","1990","652","345","230","1","3","0","0","0","0","20180303"
"201802","5호선","동대문역사문화공원","0","0","164","247","446","2710","817","8587","1873","29759","1940","10197","2344","4036","3114","3201","2509","2990","2467","3466","2865","3227","3535","2753","4074","2678","7299","2816","18018","2997","9675","2376","4992","1554","4255","1794","2940","1824","1214","1249","276","369","5","12","0","0","0","0","20180303"
"201802","5호선","청구","9","0","1258","167","2529","1514","6010","3035","10454","12848","6859","7076","5176","3773","5894","3608","5288","3861","5921","4262","5412","4220","5481","4836","5852","5417","6441","5977","11187","8960","8784","8295","5175","4978","4452","4853","3211","4824","1792","3418","320","1044","0","12","0","0","0","0","20180303"
"201802","5호선","신금호","8","0","2366","404","5059","3390","15533","5734","22262","11230","12294","6941","8311","5697","7906","5033","8226","6005","9072","6732","7831","7486","7682","8566","9061","9766","9677","11746","10078","18035","7116","15984","4430","9342","3938","9302","3210","8352","1249","5799","203","1979","2","22","0","0","0","0","20180303"
"201802","5호선","행당","1","0","3676","835","9832","2176","28647","4231","40024","8468","19797","7011","13071","5616","11721","5750","11914","7220","12165","8584","10048","9024","9345","10938","8983","12139","10389","15153","10622","25480","7068","22983","5150","13843","4162","13244","3555","13098","1184","8299","203","2681","3","14","0","1","0","0","20180303"
"201802","5호선","왕십리(성동구청)","38","1","1775","321","2251","2090","4938","4780","8466","17926","5069","9189","4732","6977","5034","7494","6199","8468","6900","9168","7612","8781","8116","8936","8592","9806","10475","10898","14880","17063","9074","13183","8127","6725","9153","5502","7720","4980","3789","3345","618","1897","10","270","0","6","0","0","20180303"
"201802","5호선","답십리","4","0","7970","967","16229","8131","45739","11669","68612","32295","33380","16300","20959","13071","18987","12555","20310","14856","20528","18324","18914","19108","19190","19348","22489","21503","26855","28163","33163","43976","20098","41194","12425","24903","10897","23188","8397","22895","3942","15136","480","4691","5","46","0","9","0","0","20180303"
"201802","5호선","장한평","1","0","5198","711","14053","8347","41777","18338","60141","65242","30177","29004","21433","19638","20061","19806","21625","19237","21892","23024","21265","21717","23228","21739","27504","23980","34263","30576","57409","46090","36215","44488","16734","26998","14430","23524","10890","22140","4875","14888","641","4764","2","163","0","3","0","0","20180303"
"201802","5호선","군자(능동)","36","0","5246","809","9302","6068","28707","7808","44431","22857","19679","15970","12889","11808","11199","11831","12936","13061","13733","14802","12709","16745","12275","18307","13205","22425","16593","29509","21987","44615","14496","40402","10483","23406","11098","20819","9830","20007","5201","13847","856","6226","21","1267","0","20","0","0","20180303"
"201802","5호선","아차산(어린이대공원후문)","11","0","6827","831","13118","5546","36555","9174","58029","22692","29208","16789","18952","15558","18323","13717","22138","15821","24289","16803","21902","17339","20306","19209","21730","21680","23324","26769","23691","41028","15536","38792","10210","24192","9444","21801","7126","21001","3319","13428","483","3960","6","44","0","0","0","0","20180303"
"201802","5호선","광나루(장신대)","0","0","3864","1273","12199","6635","35757","12711","46139","29657","26309","18516","18136","15834","17292","13211","18535","14629","20001","16041","19108","15573","19205","16643","20602","18872","23275","22786","29658","32463","16632","28836","11862","18521","13939","16596","10141","16756","3260","10792","394","2790","6","8","0","0","0","0","20180303"
"201802","5호선","천호(풍납토성)","10","0","5827","1088","9798","11289","24257","19135","33337","36131","22265","34616","22341","26388","24936","27861","29574","30558","31890","34381","32907","34460","37690","35271","41309","36743","46277","42057","53014","58004","38504","52044","35308","28435","27860","24352","23544","22323","11626","14194","1904","4710","18","61","0","1","0","0","20180303"
"201802","5호선","강동","10","0","8390","956","19529","10447","57691","16546","74838","31568","39592","20261","28014","16335","26095","15457","26780","17619","26828","18872","23790","19945","24433","21934","25183","25737","33908","30420","38261","44958","23167","45909","14337","29272","12813","27723","9832","27042","4343","18209","609","7742","4","55","0","0","0","0","20180303"
"201802","5호선","길동","2","0","3831","509","7625","2846","20823","4384","27174","13803","14132","10128","11000","7732","10075","7307","11133","8623","12008","9452","10941","10273","10183","12235","10365","13839","12327","16510","14586","23996","8296","24587","6068","13991","5395","12135","4177","10376","1699","7349","243","2667","4","19","0","0","0","0","20180303"
"201802","5호선","굽은다리(강동구민회관앞)","0","0","4831","531","11264","2378","32514","4980","36182","11667","18513","10043","14394","7802","13665","7882","14560","9254","14984","10566","13126","11624","12356","12942","12597","14882","13843","18816","14690","26303","8854","30455","6684","16565","7280","15941","5833","16208","1799","10241","288","3427","6","17","0","7","0","0","20180303"
"201802","5호선","명일","2","0","3353","473","10013","4234","27588","4636","27040","9255","14697","8355","12774","8413","12525","7990","13549","8820","13600","9931","11671","10795","11829","11842","11124","13888","11915","16893","11425","25002","6686","28011","5176","14796","4774","13105","3609","13823","1256","8651","231","3019","0","60","0","5","0","0","20180303"
"201802","5호선","고덕","1","0","3405","1145","10946","4674","30045","8737","25941","13465","14360","12568","12733","10272","13945","9672","15962","9434","14281","11947","14195","12153","15228","11937","15690","13291","17363","14111","14265","24139","8299","26013","6603","15206","5656","13238","4947","13165","1978","8569","225","2652","2","418","0","8","0","0","20180303"
"201802","5호선","상일동","1","0","4294","1955","16464","14706","58640","7894","48595","12891","23061","7102","16180","5578","14269","6437","14909","7656","14246","8502","11947","9786","11990","11757","16831","14223","22515","16945","16441","28941","7131","34410","4546","21689","3394","17752","2162","16938","871","13517","95","3078","1","987","0","5","0","0","20180303"
"201802","5호선","둔촌동","0","0","3081","283","8692","5102","25242","10212","29831","22329","16179","13467","11837","10703","12079","10356","13778","10883","14225","12525","14319","13003","14502","13935","14315","15364","16914","17853","21163","26345","12428","26110","8649","15290","8285","12735","6585","12579","2606","8503","324","1680","1","6","0","0","0","0","20180303"
"201802","5호선","올림픽공원(한국체대)","0","0","688","635","4531","4279","10267","6293","11051","13483","7193","8497","5918","6738","6254","6291","7700","7632","7609","10895","7432","8614","10278","7920","10748","7839","11630","8008","11821","10179","7097","9782","7653","5773","4263","4938","5888","4358","1070","3674","81","893","0","7","0","0","0","0","20180303"
"201802","5호선","방이","0","0","2114","760","6494","3029","16761","7556","15994","21937","10264","11397","8475","7897","8252","6889","9269","8410","10034","9887","9423","9534","9832","9666","10401","11288","12883","14706","19426","17799","10762","17781","8304","9761","9054","8361","10399","7460","2286","5788","238","1758","2","15","0","0","0","0","20180303"
"201802","5호선","오금","2","0","861","299","2380","1795","8765","5240","8182","16282","4781","6360","3926","3701","4035","2887","4414","3238","4906","3833","4168","3733","4328","3956","4774","4318","6077","4945","12539","6017","5251","7182","3634","3869","3134","3838","2470","4123","878","3007","123","1242","0","19","0","0","0","0","20180303"
"201802","5호선","개롱","2","0","2960","717","6803","2308","21335","7099","19981","13909","10610","8717","9015","6142","9328","5396","11271","6634","9895","7535","8635","7883","8588","8611","8940","10120","11137","12374","12537","16300","6864","19403","4759","10257","4122","9639","3410","11260","1058","6653","120","2725","0","21","0","0","0","0","20180303"
"201802","5호선","거여","0","0","3617","373","7629","2514","23713","4716","22717","12393","13831","7391","10256","5010","9461","5060","10043","5997","9685","7153","8866","7798","8217","8907","8111","10705","9591","12839","11832","16395","5967","18069","4217","10897","3977","9849","2790","10100","1093","6352","179","2534","7","31","0","0","0","0","20180303"
"201802","5호선","마천","0","0","4814","192","6478","1992","18653","3114","18891","7006","10395","6255","7485","5805","6886","4959","7486","5638","7644","5779","6484","6260","6198","7509","6399","8571","6249","9783","7205","13864","3652","14395","2475","8856","2205","7671","1377","8002","489","5217","84","2346","4","32","0","0","0","0","20180303"
"201802","6호선","응암","0","0","8768","1080","20307","6114","59585","7938","76491","16125","40330","12805","27509","12133","24873","13524","26569","15633","25675","18755","22219","19205","21185","24427","22068","28542","23573","35242","23352","56383","14967","61074","10964","36086","9613","33967","7674","33586","3829","23559","536","8070","11","76","0","7","0","0","20180303"
"201802","6호선","역촌","3","0","1649","262","4550","1474","13697","2510","14572","6639","7693","4351","5828","3915","5261","3968","6140","5032","6544","5104","5526","5634","5309","5958","5132","7448","5415","8789","5522","13019","3090","13858","2340","8021","2034","7504","1523","7272","666","5966","130","1867","6","17","0","0","0","0","20180303"
"201802","6호선","불광","23","0","1347","270","3440","1677","10376","3011","12112","6316","6841","7303","5905","5863","6891","6582","8188","7644","9870","8311","10212","8437","11045","8562","12074","9516","12371","10496","12149","15180","8595","14679","6445","8007","6556","6326","4495","7027","1574","5094","274","1653","5","9","0","0","0","0","20180303"
"201802","6호선","독바위","8","0","1881","143","4085","657","11010","1465","12704","2853","6726","3268","4597","3363","4025","2689","4147","2823","4240","3360","3622","3292","3397","4100","3409","4792","3360","6115","3321","8900","2113","10188","1360","6052","1052","6212","853","5924","426","4116","107","1608","1","5","0","0","0","0","20180303"
"201802","6호선","새절(신사)","0","0","7214","764","15434","4986","44744","6993","55591","14260","27977","10527","19885","8599","17938","9633","19556","11925","18856","13687","16203","14679","15340","17127","16184","20770","18179","24592","16452","37775","10955","38867","7578","26498","6696","22188","5163","23869","2475","16070","381","4848","11","1350","0","7","0","0","20180303"
