"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"201801","4호선","총신대입구(이수)","72","28","6325","845","18119","10213","50990","15891","72356","49758","42170","40035","30498","28256","30684","27436","32852","31360","35255","35045","34011","36958","35831","40951","33739","48796","37673","56799","50349","89058","32499","74964","28897","39207","27238","35321","24630","32226","13243","20001","1856","5451","0","153","0","0","0","0","20180203"
"201801","4호선","사당","131","27","11426","1196","27255","17316","77575","23674","99798","41543","69966","32512","45953","24829","41014","31555","42669","33826","45350","31288","43808","29762","41102","33603","40038","42126","44277","60551","55108","100771","42103","83860","35621","42498","40593","36812","38032","35241","20167","24054","2674","8801","4","1010","0","0","0","0","20180203"
"201801","4호선","남태령","22","8","528","76","1153","875","7727","2973","15958","4761","7301","2411","4035","1177","3242","1138","3620","1435","3358","1408","2803","1355","2408","1485","2932","1579","5543","1774","8281","2279","3337","2632","1201","1276","781","1216","489","1057","195","742","43","329","0","10","0","0","0","0","20180203"
"201801","5호선","방화","1","0","5070","16","12086","3908","33711","4171","30050","12919","16300","7297","12431","5692","11866","5673","12779","6968","12172","8169","10185","8607","9952","10423","10615","12378","11038","14318","13094","21363","5908","26012","4267","17182","3401","14483","2817","15153","1309","9632","185","3656","3","367","0","0","0","0","20180203"
"201801","5호선","개화산","8","8","3817","308","7969","4244","24822","6697","21924","19545","11472","6861","8298","4999","8178","5082","8852","6285","8253","6140","7369","6916","8066","7661","8274","9063","11461","10645","17877","16327","8361","17342","5180","11538","3688","10835","3693","9684","1106","6212","139","2309","3","104","0","0","0","0","20180203"
"201801","5호선","김포공항","26","17","499","2525","2289","8398","8973","13932","9999","15890","8558","10977","7037","11592","9505","13553","10602","15123","12484","15875","15355","15534","17089","14541","17603","15086","21258","16126","29281","17314","21431","11949","17529","5468","15986","3520","14982","2262","5180","1067","406","516","0","0","0","0","0","0","20180203"
"201801","5호선","송정","11","5","4251","1562","9627","7145","30988","9781","33381","16962","20177","10074","15884","8264","14650","8773","13747","9379","13097","10407","12555","11743","12783","13671","13515","17445","17529","19779","21076","29563","12438","29559","8118","18782","7431","15770","7095","14746","3432","9264","495","2934","0","0","0","0","0","0","20180203"
"201801","5호선","마곡","1","0","2464","1760","8447","8475","29949","13827","28471","33974","13332","11798","9125","5344","8673","4202","9181","5528","8977","6477","8363","6558","8460","7001","12429","8671","25511","10830","28658","17314","13335","20148","7862","11477","6136","10531","6135","10944","2100","7224","318","2854","0","0","0","0","0","0","20180203"
"201801","5호선","발산","30","28","3634","2870","9386","26645","30681","26188","32460","69863","15433","33385","13573","18747","15591","21195","18235","22035","21140","21692","23008","19978","25981","19782","34812","22085","47302","26236","63440","41797","33115","38014","26102","18959","26349","15280","21209","14146","8396","8567","954","3121","0","0","0","0","0","0","20180203"
"201801","5호선","우장산","1","1","6552","1065","22901","4621","64376","8925","64998","20410","33511","16513","25318","13017","25272","13606","27988","16520","27034","19638","22538","21345","21706","25171","23489","28334","24813","32403","22901","54196","13957","57573","9981","33959","8621","30833","6993","31176","2895","20081","343","5225","0","0","0","0","0","0","20180203"
"201801","5호선","화곡","67","19","20948","1750","41917","10157","128285","14396","160041","27975","75359","26059","47711","19973","43457","21120","44888","24705","43572","29294","37631","31930","34582","39216","38492","47282","39955","63306","43943","114844","27378","118791","19603","70929","17940","59352","14576","58302","6750","36496","768","10250","0","0","0","0","0","0","20180203"
"201801","5호선","까치산","133","25","22971","1304","41895","9826","137160","10360","172514","23827","79357","21409","49508","19460","45005","20394","45874","24739","43942","29769","37360","34607","33303","43325","35229","52534","36626","67281","38533","115287","24911","123314","17904","76394","15832","68196","12904","63697","6816","40837","964","11857","1","422","0","0","0","0","20180203"
"201801","5호선","신정(은행정)","53","23","11099","900","24086","3977","72122","6349","90998","15872","41157","10415","23225","8159","19917","8347","19760","9435","18935","12238","15371","13099","13525","17006","14632","20922","16446","26344","20159","44668","11522","44859","7291","29115","5739","27082","4705","25363","2165","18044","275","5037","0","0","0","0","0","0","20180203"
"201801","5호선","목동","8","8","7649","1661","21126","6525","68676","13335","82490","30525","36998","25665","27259","18122","26098","17325","27691","20249","26564","25105","24718","26205","24459","28248","26211","33416","31306","41117","36641","77618","21781","76028","16711","42245","16257","37157","16418","35858","7126","22024","996","7056","0","0","0","0","0","0","20180203"
"201801","5호선","오목교(목동운동장앞)","3","0","4896","2088","16284","9055","53507","24216","64076","86633","32480","65872","25639","36663","27946","36925","32262","40777","35594","44799","36807","41900","41766","41178","47353","45522","56559","54274","88964","84831","50301","71913","51632","36677","40421","29932","35320","29321","13011","19221","1699","4670","0","0","0","0","0","0","20180203"
"201801","5호선","양평","4","0","2127","646","5991","2887","20306","8784","24124","41294","9953","15471","7027","6446","6927","5594","7302","5742","7840","6404","7282","6294","7527","6999","8193","7577","12434","9346","32904","17484","12322","16562","7429","9481","6012","8921","4314","8823","1853","5917","218","1576","0","0","0","0","0","0","20180203"
"201801","5호선","영등포구청","0","0","776","382","2063","1843","7337","4891","11117","22166","4343","10628","3717","5293","4433","4305","4572","4250","5278","4986","5114","5028","5773","4832","5881","4784","8137","4875","16912","10507","7470","7162","4861","4016","4051","3614","3328","3757","1526","2212","246","611","0","0","0","0","0","0","20180203"
"201801","5호선","영등포시장","3","2","2387","1057","4989","4804","16807","13291","22843","42683","10771","21460","8993","16471","9789","15668","11594","17578","13213","22862","14084","19912","17190","15460","21671","14404","26498","16047","40107","23905","19878","18574","13296","10337","11129","9551","8716","8726","3514","5931","377","1418","0","0","0","0","0","0","20180203"
"201801","5호선","신길","3","0","1950","328","3419","2195","9976","5379","15735","18013","5596","7004","3476","3440","3225","3162","3911","3151","3944","4160","3395","3679","3499","3839","4376","4229","6315","7755","12674","13311","5303","9761","3213","6421","3148","6631","2217","6625","1198","4437","163","1126","0","0","0","0","0","0","20180203"
"201801","5호선","여의도","78","73","2628","2352","4827","24490","10160","138967","15373","230625","12059","69831","11695","27334","17318","27758","16626","26607","22368","29281","24584","23697","32501","22155","38393","22427","72967","25015","196778","38422","83315","23177","52827","11146","53747","8936","38504","7753","13815","4813","1691","2588","0","0","0","0","0","0","20180203"
"201801","5호선","여의나루","1","0","1073","1538","2652","9416","5503","26067","8721","68069","5817","15012","4766","9336","5876","7591","7667","8063","7459","8946","9282","8553","10347","7646","12919","8100","21054","9281","52366","11654","22066","8873","13996","5204","11589","3968","7100","3527","2169","2207","216","738","0","0","0","0","0","0","20180203"
"201801","5호선","마포","20","0","2681","1330","8734","6524","27943","21901","39977","80082","19891","39321","14738","17831","16325","16632","18007","15856","20978","17815","19206","17275","20616","16714","21345","18679","31094","25540","67182","48132","28549","35493","21595","19130","23323","16468","18256","14761","7906","9886","935","2754","0","0","0","0","0","0","20180203"
"201801","5호선","공덕","18","0","2172","793","5541","7527","19510","27163","30616","90574","14427","39897","11588","17275","13910","16366","15936","15678","18477","16773","18245","15352","19526","15766","21381","17121","30766","22666","71697","44833","32910","29802","22074","15244","23363","13385","18463","11676","8862","7905","1242","2134","0","0","0","0","0","0","20180203"
"201801","5호선","애오개","1","0","2336","532","6087","3389","19842","8407","29605","36150","13527","15056","9465","8675","9976","7281","10816","7220","11498","8722","10114","8934","10772","9331","10310","10167","13642","12577","27839","23094","11210","19228","7753","11397","7193","10682","5197","10612","2014","6740","241","3307","2","445","0","0","0","0","20180203"
"201801","5호선","충정로(경기대입구)","4","0","1055","328","2207","1801","5509","8479","8189","34347","5251","17631","4062","5046","4591","3896","5155","4258","5691","4919","5848","4686","6516","4786","6657","4952","10099","5695","31660","9729","11786","7394","7032","4653","6254","4361","4221","4315","2030","2907","273","752","0","59","0","0","0","0","20180203"
"201801","5호선","서대문","43","34","3057","970","6456","11624","17134","51772","25758","152567","17220","44341","16373","23387","19620","20328","20192","18874","21313","24812","23572","19997","27095","17434","30715","17553","45212","20849","111441","29686","40296","21925","29202","12271","28193","11232","17862","10444","7568","5771","813","1914","0","16","0","0","0","0","20180203"
"201801","5호선","광화문(세종문화회관)","33","23","1299","1139","3971","27493","11624","110409","16627","336116","15896","126915","16602","59894","26200","59900","31382","54708","49405","61377","53995","54072","63637","46028","74632","44039","111050","47257","267013","62834","123544","39490","83966","13555","91429","9745","66609","7174","23960","4192","2838","1328","0","1","0","0","0","0","20180203"
"201801","5호선","종로3가","19","0","1649","355","2351","5111","3820","13206","5818","49166","6190","44155","8670","33266","13606","35245","20228","37601","25120","37940","29416","33736","33831","29023","40061","25546","45330","25731","64546","31050","47082","19641","35211","8711","38137","6846","33763","5542","15921","3761","1994","1339","1","6","0","0","0","0","20180203"
"201801","5호선","을지로4가","7","7","311","207","649","4908","1248","11356","1667","43663","2378","22536","3220","12961","4676","10712","5564","10016","7202","9544","8702","8964","10019","7595","11058","6226","16415","5130","33115","4786","19243","2714","9520","1491","6937","1379","4786","1044","2145","643","326","241","0","3","0","0","0","0","20180203"
"201801","5호선","동대문역사문화공원","0","0","230","295","591","3404","878","10968","1645","35969","2036","12299","2568","4606","3222","3599","2689","3355","2740","3616","3166","3444","3713","2978","4592","2996","8911","3107","23112","3199","12010","2535","5969","1602","4678","1742","3576","1676","1451","1238","301","392","0","4","0","0","0","0","20180203"
"201801","5호선","청구","7","0","1529","193","2851","1795","6968","3620","12420","15018","7646","8433","5440","4349","6664","4022","5938","4237","6487","4997","5995","4662","6018","5302","6470","6095","7575","7189","13916","10955","10574","9817","6015","5925","4971","5263","3644","5551","1873","3558","333","1057","0","0","0","0","0","0","20180203"
"201801","5호선","신금호","8","2","2668","588","6278","5905","18781","5737","26781","12612","13939","8146","8732","5998","8500","5623","8963","6481","9440","7266","8356","7658","8186","9199","11152","10322","11357","13276","11538","21563","7851","19071","5032","10955","4300","10599","3481","9516","1317","6356","207","2139","0","0","0","0","0","0","20180203"
"201801","5호선","행당","15","12","4172","892","11635","2845","33757","5111","48697","9571","23197","8321","14744","6005","13064","6399","13427","8205","13022","9399","10489","10053","10724","11791","10562","14006","11537","17421","12712","30703","7665","27964","5845","16577","4583","15135","3741","15446","1426","9639","244","3016","0","0","0","0","0","0","20180203"
"201801","5호선","왕십리(성동구청)","77","5","1742","479","2825","2665","5922","5626","9929","21040","5750","11046","5151","7495","5816","8282","6639","9251","7621","10138","8157","9694","9373","9751","9802","10316","11821","12083","18181","19844","10403","15101","9386","7504","10775","6167","9166","5643","4278","3515","622","2117","1","328","0","0","0","0","20180203"
"201801","5호선","마장","6","4","2463","677","5505","4220","15711","7359","23666","18180","12532","10514","8680","7568","8709","7865","10550","8340","10514","8064","9990","7580","9922","7659","10223","8760","12211","10683","15188","17634","9036","15644","5932","9357","5225","8381","4175","8161","1811","4974","205","1578","0","22","0","0","0","0","20180203"
"201801","5호선","답십리","21","17","9041","1112","18481","9594","53856","13951","81875","38922","38200","19277","23023","14191","21113","14325","22320","16131","22743","20031","20408","20584","21019","21288","24846","24159","30716","31847","39609","52429","23208","48486","13908","29210","11995","26785","9165","26073","4336","17155","552","4947","0","2","0","0","0","0","20180203"
"201801","5호선","장한평","12","11","6013","783","16293","9587","49411","22109","72961","79557","34984","34571","23694","22537","21563","22620","23537","22218","24129","26166","23223","23789","25684","23761","31206","26873","42138","34533","69562","55918","41399","52108","19202","31481","16297","26238","12539","24758","5542","16705","621","5271","1","61","0","0","0","0","20180203"
"201801","5호선","군자(능동)","41","18","6117","891","11677","7351","34300","9593","53397","27560","22426","18859","14384","13345","12842","12656","14321","15402","14853","16689","13472","18852","13420","20672","15122","24983","18916","33315","26529","54099","16830","48879","12220","26303","13267","23645","11136","22358","5543","15539","963","6808","4","1354","0","0","0","0","20180203"
"201801","5호선","아차산(어린이대공원후문)","14","10","7796","1286","15691","8961","43628","10292","70056","24206","35246","18530","21358","16721","19938","14868","23255","16529","24474","18357","22287","17866","22136","20514","22292","24132","25486","30671","26967","50091","17252","45846","11099","27644","10355","25119","8189","23889","3477","15000","585","4472","0","0","0","0","0","0","20180203"
"201801","5호선","광나루(장신대)","6","2","4667","1716","14335","9373","43939","14330","56251","32668","29947","20801","20304","16900","19350","14261","20246","16382","21902","17238","20806","16358","20783","17244","22224","20075","25635","25353","34615","39818","18208","35756","12592","21969","14156","19555","12977","19200","3841","12147","531","3028","0","0","0","0","0","0","20180203"
"201801","5호선","천호(풍납토성)","37","16","7180","1409","12117","12975","28844","23452","39023","42764","25303","41254","24642","30563","28373","31266","32940","34586","35252","38169","36875","38975","42015","38497","46335","39957","52388","47218","63235","66470","43985","60285","39673","32571","31890","27396","26513","25075","12902","15982","2027","5255","0","9","0","0","0","0","20180203"
"201801","5호선","강동","20","0","10106","1031","23258","12004","69513","18693","89730","36835","45227","23685","30755","18190","28524","17123","29693","19428","29440","20594","26329","21929","26394","24190","27727","28401","38765","34468","45574","53425","26049","56255","16302","35019","14182","31314","10707","31182","4989","20540","646","8509","0","0","0","0","0","0","20180203"
"201801","5호선","길동","0","0","4552","581","9312","3374","24723","5577","32253","16631","15855","12007","12381","8533","11624","8064","12383","9460","13149","10472","12026","11337","11138","13370","11849","15710","13753","18670","17507","28243","9157","29166","6823","16195","5788","13708","4533","11755","1957","8338","263","2920","0","1","0","0","0","0","20180203"
"201801","5호선","굽은다리(강동구민회관앞)","1","1","5734","626","13479","2728","39306","5669","43350","13623","21479","10839","15994","8936","14795","8951","15922","10885","15919","12255","14117","12716","14145","14677","14241","16939","15402","21587","17279","32497","9866","37640","7668","19551","7867","18137","6827","18565","2030","11962","298","3969","0","0","0","0","0","0","20180203"
"201801","5호선","명일","9","8","3971","569","11840","4638","33969","5489","31651","10584","16817","8763","14129","8941","13576","8591","14748","9200","14429","10541","11922","11820","12389","13256","12221","15258","13258","19677","12734","29320","7077","35874","5575","16781","6127","15169","3494","15964","1396","10036","242","3359","0","16","0","0","0","0","20180203"
"201801","5호선","고덕","0","0","3903","1390","13150","5227","36585","8382","31773","16613","16105","12672","14262","11675","15019","10837","17121","10901","15598","13448","15078","12574","16169","13564","17049","14053","19811","16731","17042","28862","9263","31261","7219","17732","6545","15335","5793","15685","2215","9820","233","3375","1","149","0","0","0","0","20180203"
"201801","5호선","상일동","1","0","4942","1910","19308","15867","70447","8698","57828","14490","25378","7577","17814","6315","15995","7222","15892","7885","14848","9309","12490","10582","12773","12411","18535","15937","25097","18954","19022","34864","7913","41953","4896","25531","3508","20147","2294","19793","915","14143","108","3511","0","1069","0","0","0","0","20180203"
"201801","5호선","둔촌동","11","11","3735","404","10401","5950","29934","12594","36188","25885","19136","16633","13532","12203","13692","11643","15313","11837","15919","13701","15210","13911","15499","15853","15752","17260","19683","20746","24733","32113","14149","31332","9674","18292","9698","14809","7764","14762","2963","9536","349","2039","0","0","0","0","0","0","20180203"
"201801","5호선","올림픽공원(한국체대)","3","3","887","861","5825","5207","12500","7251","13635","15721","8372","9459","6764","7129","7386","6543","8538","7179","8382","9131","7997","8626","9742","9336","11154","10363","11309","10095","13526","11796","7519","10718","8893","6865","9210","5630","5481","4766","2345","4007","103","906","0","0","0","0","0","0","20180203"
"201801","5호선","방이","12","12","2487","895","7509","3754","19302","9196","19025","26966","11605","13733","9369","8855","9669","7890","10376","9660","10849","11752","10425","10869","10812","11313","11982","12422","14861","16519","24378","21422","12819","19900","9923","11290","10987","9930","12382","8146","2719","6642","316","2077","0","0","0","0","0","0","20180203"
"201801","5호선","오금","1","0","1051","386","2877","1975","10179","6419","9219","20428","5482","7584","4275","4205","4368","3072","4707","3566","5551","4045","4988","3961","4951","4389","5354","4513","7158","5304","15864","7092","6350","8499","4235","4563","3658","4408","2816","4274","945","3384","88","1373","0","0","0","0","0","0","20180203"
"201801","5호선","개롱","9","7","3390","850","8103","2802","25954","8138","23927","17294","12088","9850","9934","6766","9897","6029","11918","7572","11171","8401","9799","8577","10011","9646","10515","11295","12417","14075","15544","19612","8082","23696","5614","12008","4785","11318","3814","12462","1318","7499","175","3067","0","0","0","0","0","0","20180203"
"201801","5호선","거여","1","0","4443","424","9065","2798","28393","5115","27539","14405","15385","8869","11182","5545","10473","5257","11164","6600","10916","7966","9315","8249","8652","10114","8939","12063","11069","14245","13775","19836","6601","21449","4625","12545","4221","11377","2895","11550","1234","7165","177","2837","0","0","0","0","0","0","20180203"
"201801","5호선","마천","8","8","5768","181","7693","2200","21648","3573","22557","8077","11615","6362","8335","6118","7301","5038","8042","5743","8160","6258","6797","6792","6174","7528","6245","9696","7073","11329","8135","16888","3769","16919","2815","10401","2515","8694","1505","8916","582","5758","105","2589","0","0","0","0","0","0","20180203"
"201801","6호선","응암","7","6","10319","1225","23939","6861","71757","8706","90539","18310","46273","14346","29449","12905","27789","13977","28312","16488","27578","19985","24152","20413","22705","26903","23671","31358","25673","39042","25952","66926","15957","73189","11568","41539","10012","37736","8309","38554","4146","26164","553","8706","0","4","0","0","0","0","20180203"
"201801","6호선","역촌","5","1","1986","313","5477","1778","16036","3041","17810","7947","8725","4628","6429","4071","6009","4461","6489","5220","7006","5202","5829","5941","5411","6192","5576","8478","5820","9848","6125","16028","3497","16234","2481","9422","2084","8279","1789","8219","760","6611","158","1916","0","0","0","0","0","0","20180203"
"201801","6호선","불광","22","6","1548","284","4175","1814","12403","3081","14684","7519","7874","8178","6508","6296","7423","7228","8701","8326","10697","8913","11036","9106","12005","9223","13353","10758","13514","11435","13401","18077","9446","17518","7305","9282","7317","7166","4993","7900","1895","5644","317","1651","0","0","0","0","0","0","20180203"
"201801","6호선","독바위","10","4","2173","157","5032","850","12867","1670","15284","3161","7689","3495","5185","3357","4301","2893","4409","2953","4358","3640","3904","3508","3884","4344","3765","5133","3612","6765","3816","10658","2258","12680","1436","7019","1023","7213","941","6735","474","4563","133","1806","0","0","0","0","0","0","20180203"
"201801","6호선","연신내","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","4","0","0","0","1","0","2","0","2","0","2","0","2","0","0","0","0","0","4","0","0","0","1","0","1","0","0","0","0","0","0","0","20180203"
"201801","6호선","구산","10","2","4974","107","10965","2197","30843","3807","37805","8026","20847","6777","13491","5761","12458","6624","13811","7817","12682","8328","10536","9243","10904","10194","10994","13254","10942","13630","11112","20589","6737","23439","4927","12958","4244","10139","4446","10285","1460","7392","249","2628","0","0","0","0","0","0","20180203"
"201801","6호선","새절(신사)","0","0","8403","928","18510","5807","53626","8130","66446","15697","32518","11299","21677","9392","19570","9733","20276","12201","19920","14136","17195","15872","16040","17999","17788","23432","19991","27897","18973","44439","11437","47481","7808","29859","7102","24884","5310","27569","2715","17925","403","5251","10","1608","0","0","0","0","20180203"
"201801","6호선","증산(명지대앞)","9","0","7361","698","14795","4174","42131","5068","52103","11534","26504","8352","17826","8214","15417","7329","16462","10245","15748","10067","13333","12803","12838","15154","13616","20370","15166","23440","15714","37370","9766","37530","7232","23151","5949","20454","5676","21888","2453","14331","431","4310","4","660","0","0","0","0","20180203"
"201801","6호선","디지털미디어시티","85","12","5318","2417","13254","9742","41150","33287","49235","92913","25587","35719","16982","14198","15041","11783","16228","12952","15489","14899","14350","14497","14990","16050","17875","18281","30221","23926","61128","39015","30014","37808","14292","21486","13250","20687","10514","18743","4939","13097","848","4752","2","527","0","0","0","0","20180203"
"201801","6호선","마포구청","25","12","6755","2181","12709","8758","36419","14329","54059","38439","31099","20057","20279","12977","18994","12803","19464","15203","20500","16843","18110","17097","19637","18034","20919","20813","24681","23608","39341","35926","20848","33054","13218","22032","13079","18885","10680","19740","4918","12324","710","3752","0","1","0","0","0","0","20180203"
"201801","6호선","망원","1","0","5628","880","9543","4740","27689","8257","43750","33927","24930","30213","17779","18434","17444","18221","19402","23427","20918","24480","20522","27262","22135","27365","24121","30947","27074","31750","40123","46265","25218","41929","18181","22618","18918","17902","15848","18569","7656","12166","1184","3377","0","0","0","0","0","0","20180203"
"201801","6호선","합정","29","4","4260","1487","7254","8267","16444","19440","28743","44929","18595","26681","14201","17230","16233","16747","18016","19466","20114","21418","21185","21810","23556","20861","27029","24230","33961","28817","54883","43210","38190","34794","30434","17979","35928","14280","33897","14308","18765","10115","3021","3128","0","0","0","0","0","0","20180203"
"201801","6호선","상수","14","6","4301","1017","5656","3430","10633","5948","17061","29415","10292","23911","7361","17327","8641","18870","10780","20584","14046","25541","13972","20497","15085","21513","18166","24482","22804","30235","34988","40723","24397","35491","22728","18297","27400","13811","32328","11546","19678","8861","3080","2618","0","2","0","0","0","0","20180203"
"201801","6호선","광흥창(서강)","7","3","2557","1329","6957","5661","17070","19496","26421","43074","16564","21717","12672","13606","14506","11610","16104","10956","15658","12189","13589","11411","14405","12347","16993","12959","21282","15191","34270","22036","18267","20830","11885","12334","11381","11136","8597","10549","3618","7658","481","2108","1","2","0","0","0","0","20180203"
"201801","6호선","대흥(서강대앞)","49","10","2500","1444","5074","4973","13888","10334","21038","38912","12865","21396","10053","12981","10319","10093","12499","13647","12978","12698","12009","12047","13369","11405","15464","12960","20454","14056","28858","21387","14621","17653","10428","10340","11022","9262","9833","9946","4104","6933","693","1928","1","3","0","1","0","0","20180203"
"201801","6호선","공덕","131","1","5210","2225","8504","9689","21635","31240","32477","107478","21660","47335","17684","23933","20632","20460","22084","20943","23870","22230","24228","20586","27810","21216","30876","23408","42187","27785","92955","42190","44342","34383","30442","18796","30977","17303","24666","17108","13212","11561","1874","5214","2","237","0","0","0","0","20180203"
"201801","6호선","효창공원앞","11","8","2384","643","5023","4635","14937","6520","25388","25433","14442","15183","9176","8174","8970","7854","10112","7749","10694","9014","9665","8328","9438","9472","12220","9933","14648","11713","23461","18191","12734","15062","7942","9332","6831","8274","5536","8620","2685","5788","288","2233","0","1","0","0","0","0","20180203"
"201801","6호선","삼각지","19","3","1341","888","3125","5204","7159","12975","11518","28840","8803","11983","6565","8134","7904","7940","10684","8954","12325","9466","12673","8832","14380","7784","17089","7651","23123","9203","29976","12807","14414","9452","10481","6193","9871","6649","7851","7033","4405","4805","650","1323","0","1","0","0","0","0","20180203"
"201801","6호선","녹사평(용산구청)","7","1","1759","477","2264","3785","5287","8992","10261","17393","7125","10445","5620","7822","6139","9433","6890","10695","7855","13367","8927","11502","10224","12312","12867","13826","16500","16854","21991","21423","14364","17044","12391","8677","15435","6649","15784","5457","7648","4380","818","1287","0","0","0","0","0","0","20180203"
"201801","6호선","이태원","67","8","15118","1451","12077","7142","14475","12589","19870","26646","14692","27326","13472","20949","15042","22989","18665","27510","21784","31146","24549","29621","26848","32991","29857","37108","35091","46949","44904","59510","38044","54723","35175","32828","42388","26619","46636","22257","29127","19082","3898","6501","0","0","0","0","0","0","20180203"
"201801","6호선","한강진","1","0","955","688","1427","6520","3637","19060","4933","34948","3737","27011","3058","13472","3770","12766","4507","13586","5665","15351","7097","12798","11584","12290","17737","13135","21809","14932","30533","20249","22371","13584","15717","4982","23065","3638","19468","2858","5093","2046","546","1748","0","2","0","0","0","0","20180203"
"201801","6호선","버티고개","1","1","647","383","1998","1211","5606","2259","8196","6135","5318","3522","3837","2708","3690","2391","3866","2548","3626","2992","3270","3308","3694","3734","3835","3961","4742","4472","7145","6506","4731","6335","2923","3850","2113","3532","1549","3704","855","2515","118","760","0","0","0","0","0","0","20180203"
"201801","6호선","약수","2","0","965","375","1928","1984","4736","4459","7510","18959","5315","9896","4444","6569","4831","5223","6075","5398","6196","5224","5965","5618","6371","5109","6903","5690","8500","6627","13801","9122","8222","6353","5679","3928","6161","3451","5006","3219","2401","2138","399","730","0","0","0","0","0","0","20180203"
"201801","6호선","청구","5","4","1583","315","2571","2124","6986","5195","11318","26992","6307","13813","4241","5830","5375","4275","4801","4566","5258","5240","4900","4615","5199","4813","5693","5699","7387","6655","12628","8587","10461","6637","5652","4508","4674","4132","3551","4116","1867","2745","322","1021","0","0","0","0","0","0","20180203"
"201801","6호선","신당","93","0","9015","1355","6443","5659","7772","12491","13835","41304","11745","27173","8936","15414","11139","11888","14946","10714","12572","13373","13196","11455","14698","9594","16498","9613","22177","13301","29413","17498","18930","24526","14262","12220","13957","8191","16575","7631","7599","13187","1126","2207","0","0","0","0","0","0","20180203"
"201801","6호선","동묘앞","55","12","4365","734","4743","4066","8833","9026","14101","25332","11490","23610","11167","15131","12504","16121","17164","16098","17557","17635","19633","17512","22291","16388","23583","14302","25465","14349","28398","17638","15659","15356","10679","10462","8277","9404","6540","9465","3020","10151","559","2524","1","64","0","0","0","0","20180203"
"201801","6호선","창신","22","4","2502","434","5024","1478","14548","2629","20825","6585","9331","3522","5589","2639","4717","2359","4969","3051","4799","3040","3826","3413","3777","3661","4215","4535","4813","5400","5160","8829","2991","10144","2559","6076","1842","5643","1194","6189","675","3911","112","1310","15","0","6","0","0","0","20180203"
"201801","6호선","보문","2","1","3471","862","6865","2992","21452","6642","34504","21129","17905","10592","11062","7486","10121","6955","10953","7851","11691","8057","10260","8450","9690","8952","11132","10572","13199","12705","18290","20405","11030","20715","7512","12841","6290","11818","5465","13307","3531","8965","540","3210","0","0","0","0","0","0","20180203"
"201801","6호선","안암(고대병원앞)","33","11","1891","1236","3172","4847","8934","14311","13901","38457","11635","34689","11837","20707","13640","18034","17020","19572","19418","23781","19755","18216","21356","17221","28256","16566","38011","19224","38115","25494","23175","22502","19638","14099","20718","12671","19624","13262","12215","10133","2011","4427","0","144","0","0","0","0","20180203"
"201801","6호선","고려대(종암)","16","7","2908","899","6591","4825","22472","8704","31106","28523","16256","14837","10733","10430","10357","8593","12327","11110","14362","12624","11712","10928","12820","10996","16781","11862","22914","14494","23930","20710","12030","22470","8417","14038","8374","13476","7573","13805","3870","11023","507","2943","0","28","0","0","0","0","20180203"
"201801","6호선","월곡(동덕여대)","32","10","6240","1092","12632","4604","40900","7871","51550","26233","25192","18610","18443","14227","17335","12244","18408","15352","19445","15592","16786","16422","17088","16754","20068","20271","20927","24275","28395","37725","16379","39731","11692","23885","10136","20713","7677","20106","4272","14221","726","3810","0","0","0","0","0","0","20180203"
"201801","경강선","부발","0","0","493","6","1877","1350","4128","3751","3905","3556","3274","1454","2868","1092","2727","1251","2910","1495","2514","1737","1916","1710","2246","1972","2464","2553","4011","3108","5771","3362","1864","4575","1970","3043","1231","2688","1106","2610","433","1989","2","1027","0","0","0","0","0","0","20180203"
"201801","6호선","상월곡(한국과학기술연구원)","47","33","4325","721","8736","3129","23208","3507","30335","12867","15616","7271","10362","5389","9141","4903","9515","5753","9309","6048","7822","6504","7319","7751","8482","9864","9047","11069","11273","17757","6609","18267","3629","11452","3087","9483","2257","10944","1227","7712","194","2360","0","0","0","0","0","0","20180203"
"201801","6호선","돌곶이","9","2","5250","797","11154","3854","30265","5737","39656","17821","20248","12087","14895","8062","13955","8405","13829","9290","13889","10596","12553","10501","12881","12964","12460","15101","14233","18699","16075","27123","11135","27711","7100","16957","6089","13850","4581","14244","2420","9343","382","3510","0","0","0","0","0","0","20180203"
