date,emission_factor,Jongno,pm10_rd,MSE
2018-01-26,20,111.25676388888888,31.916666666666668,3147.4255136158363
2018-01-27,1,37.14798611111111,46.208333333333336,41.04494589361501
2018-01-27,5,53.52959722222222,46.208333333333336,26.800452465374207
2018-01-27,10,72.5616111111111,46.208333333333336,347.2476248163578
2018-01-27,20,117.24395138888889,46.208333333333336,2523.0295162673847
2018-01-28,1,27.03421527777778,30.979166666666668,7.781320730348186
2018-01-28,5,42.90276388888889,30.979166666666668,71.08608535889276
2018-01-28,10,64.67694444444444,30.979166666666668,567.7701135802467
2018-01-28,20,104.06939583333333,30.979166666666668,2671.090799817925
2018-01-29,1,37.25851388888889,44.979166666666664,29.804239657503814
2018-01-29,5,54.198277777777776,44.979166666666664,42.49600483950618
2018-01-29,10,75.83401388888889,44.979166666666664,476.0107985533373
2018-01-29,20,114.82264583333334,44.979166666666664,2439.0557910523003
2018-01-30,1,34.658854166666664,43.958333333333336,43.240156385633725
2018-01-30,5,52.03250694444444,43.958333333333336,32.59613975118148
2018-01-30,10,73.39169444444444,43.958333333333336,433.16137314853376
2018-01-30,20,114.99159722222223,43.958333333333336,2522.8622893542624
2018-01-31,1,34.44733333333333,40.541666666666664,18.57044938888888
2018-01-31,5,50.437618055555554,40.541666666666664,48.96492694562597
2018-01-31,10,74.79905555555555,40.541666666666664,586.784346742284
2018-01-31,20,114.00540972222223,40.541666666666664,2698.4607718663447
