ticks,sajikro,yulgokno,jongno,twegero,sejongdaero,samildaero,roadmean
80,57.8070488,57.63823713,57.96349115,57.92123281,57.59676395,57.50710503,58.31
81,58.20053297,58.18162256,57.81515983,57.88559648,57.93120239,57.55287184,58.31
82,55.50517933,55.14308472,55.63713857,55.1850266,55.51432083,55.11068685,55.78
83,55.19422111,55.48290255,55.00254455,55.20790846,55.13461808,55.19965964,55.77
84,55.31612977,55.15210588,55.51622383,55.06176914,55.34685029,55.44953166,55.8
85,55.10836418,55.52113869,55.61364654,55.07760624,55.2551078,55.56675561,55.79
86,55.49687053,55.57722818,55.2404467,55.06332124,55.32934366,55.55561534,55.8
87,55.68251059,55.54685974,55.00094933,55.20144696,55.61508718,55.67802961,55.8
88,54.02728157,54.56538348,54.00658573,54.59241022,54.23619458,54.68373834,54.79
89,54.23960146,54.47606647,54.06206571,54.44477173,54.02667161,54.00383827,54.81
90,60.1341361,92.61147542,54.42832628,54.19412903,54.0714443,54.66940336,54.83
91,63.34080859,98.66215426,57.87855749,58.05528601,57.70522114,57.82641624,58.36
92,63.53020456,98.614691,57.64820543,57.97232737,57.58198404,58.03432373,58.38
93,63.30411589,98.83684948,57.98994875,57.68703022,57.7762397,57.81134986,58.4
94,69.46802103,107.4062252,62.87893923,62.8208227,62.75742305,62.60231709,63.45
95,69.19309479,106.4266826,62.8822412,62.98705113,62.90981817,62.95493075,63.48
96,68.85160093,106.271709,62.93450612,63.06541283,63.17835154,107.2623018,63.51
97,78.24775844,120.0314417,70.69551084,70.57881492,70.70117461,121.0109605,71.62
98,70.88631025,71.06041542,71.01646896,70.54224351,70.62759188,120.1661522,71.66
99,70.70123857,71.08639046,70.5172,70.66017267,71.20702536,120.2855821,71.68
100,66.58392977,72.87395658,66.51035537,66.16140605,66.44099805,112.738422,67.12
101,66.32233453,73.20384302,66.39946765,112.5763587,66.69025313,112.6307641,67.13
102,66.7002662,73.18322411,66.30268594,112.7093206,66.19211662,112.3941237,67.15
103,42.1651318,46.45456336,42.49086886,71.85828073,42.14343107,71.82777602,42.86
104,42.35610127,46.80184954,42.01229723,72.23454097,42.30903904,42.19923127,42.86
105,42.45116594,46.4382231,42.62489684,72.32191347,42.54188971,42.20154801,42.86
106,31.08852256,34.40444633,31.65165421,53.12895773,31.24644061,31.13734724,31.73
107,31.51323575,34.25221534,31.22997169,52.76855462,31.12073306,31.3854548,31.74
108,31.31254892,31.36866952,31.2983053,53.78597164,31.30409355,52.82139422,31.75
109,24.28820124,24.69056549,24.31910398,24.36210214,24.47999144,41.72929062,24.67
110,24.60765168,24.3405537,24.54373347,24.27968076,24.54074425,41.71674134,24.67
111,24.04703029,24.60757873,24.48635342,24.2088452,24.70193553,41.84399137,24.67
112,21.02231308,21.61798216,21.02639789,21.22722188,21.15239611,35.77207629,21.63
113,21.38027813,21.12605928,21.02684946,21.44175937,21.57389344,36.65788757,21.63
114,21.30200043,21.01230326,21.33942895,21.28802542,21.17938866,36.72337534,21.63
115,19.65437481,19.70581348,19.08127708,19.70057583,19.66339973,33.10025733,19.61
116,19.44320582,19.42315388,19.34512095,19.06343028,19.19533189,19.49983224,19.6
117,19.26021554,19.48138129,19.46838451,19.23844939,19.1556281,19.46084318,19.59
118,20.29175501,20.59310333,20.35873636,20.12803462,20.08954406,20.20488161,20.6
119,20.00598263,20.58520743,20.4066932,20.57925291,20.65927538,20.16917438,20.6
120,20.41004371,20.19921654,20.49796436,20.29392652,20.23012636,20.37035459,20.6
121,21.67951077,21.65456166,21.89805812,21.50061601,21.56748507,23.77071428,22.12
122,22.00722329,21.61499865,22.17504682,21.63651997,21.60823536,24.25435251,22.13
123,21.76348278,22.06812624,21.89983389,21.73808725,22.00833009,23.99812701,22.13
124,25.64557298,25.6887397,25.64544309,25.61899089,25.34004765,28.09097735,25.68
125,25.32142195,25.65491481,25.28537969,25.67513582,25.17508962,27.83078909,25.7
126,25.231537,25.64760282,25.19112423,25.08033538,25.25695665,27.79126723,25.7
127,32.29488952,32.31570044,32.63922192,32.57738927,32.42092521,35.53289485,32.81
128,32.3328938,32.11609389,32.2048103,32.3750408,32.52350691,35.20159194,32.83
129,32.24935236,32.20966577,32.47618657,32.00615967,32.35331094,32.59598276,32.82
130,24.98558135,25.0083468,25.15086305,24.69406874,24.65523499,24.8789096,25.22
131,24.97956734,24.63736348,24.98656042,25.10209433,24.83651169,24.68483095,25.23
132,25.03191065,27.31855454,24.98239326,24.57728936,25.01367574,24.84559197,25.23
133,21.60846285,24.42108967,21.59043755,22.07359924,21.85933597,21.84209108,22.18
134,21.81311821,23.88141633,21.61466627,21.89122698,22.18710207,21.78467459,22.19
135,21.62608772,24.38941142,21.53570988,21.74258198,21.54737723,21.65536965,22.19
136,19.69275687,21.79451159,19.70302132,19.65141183,19.6127541,19.53881503,20.17
137,19.57367606,21.9494239,20.18772591,19.70542358,19.73941395,19.66817714,20.18
138,20.00117224,21.89620849,20.03876435,19.81139662,19.81528878,19.91560042,20.18
139,21.97360158,24.3994255,21.83000309,22.14564381,22.02370682,21.7343137,22.21
140,21.91743132,21.56678821,21.97298086,22.0828973,22.05527111,22.14306348,22.21
141,21.86692979,21.96610799,22.03435615,21.73154853,21.59775926,21.87092024,22.21
142,13.00909317,13.3405078,13.09566668,13.03806643,13.69796634,13.40851078,13.58
143,13.6702268,13.47173798,13.56296583,13.34061725,13.6041712,13.09301719,13.58
144,13.1879845,13.23308622,13.66123612,13.26926839,13.19108312,13.50167187,13.57
145,13.53190201,13.09221255,13.40660583,13.62916382,13.41816958,13.20588851,13.56
146,13.28634405,13.47908012,13.03847112,13.26307915,13.3171799,13.00949349,13.56
147,13.19174944,13.62312963,13.12437236,13.35284076,13.29921695,13.29337762,13.56
148,14.66235679,14.61640526,15.18542371,15.07783943,14.58435699,14.689148,15.07
149,14.73630979,14.57150498,15.19247224,14.60342619,14.71642913,15.18320266,15.06
150,14.62376325,15.00614012,15.12027393,14.87301562,14.71045112,14.93636056,15.06
151,14.57270429,14.63039082,14.22151162,14.07594828,14.053487,14.65825995,14.55
152,14.17648498,14.03650796,14.03146852,14.04376879,14.03622256,14.19842094,14.55
153,14.21468938,14.15011621,14.62319753,14.43237196,14.09245304,14.22050511,14.55
154,13.70236001,13.62918714,13.53773177,13.45106742,13.25035456,13.69176824,13.53
155,13.22219266,13.18356917,13.64540071,13.45295253,13.08928977,13.06383361,13.53
156,13.07242242,13.27400679,13.03685377,13.17841863,13.41705719,13.2556784,13.53
157,13.50941875,14.10984913,13.73233664,13.7876419,13.6590372,13.79737591,14.03
158,14.07969513,14.09653246,13.94352877,13.68053418,13.75113517,13.72944169,14.03
159,13.59683065,13.84109153,13.97630952,13.84290254,13.5742832,13.73074888,14.03
160,21.51156579,23.72479956,21.57733776,21.03358916,21.33973418,21.62621116,21.62
161,21.48963274,23.86746306,21.15719821,21.52574678,21.33695936,21.43293412,21.62
162,21.66136061,23.87737237,23.44552301,21.48060914,21.50446615,21.44189639,21.62
163,28.64534951,31.18003061,30.94722487,28.0872759,28.49703145,28.67054015,28.71
164,28.67830571,31.15249189,31.53567756,28.61655779,28.09996685,28.17823291,28.71
165,28.66306536,30.81689355,31.19122042,28.17319328,28.55998716,28.19432621,28.73
166,34.66160116,37.55193605,37.94475908,34.33949259,34.00119028,34.10123925,34.82
167,34.28778928,37.53349842,38.02289289,34.44225359,34.3952382,34.19646976,34.84
168,34.57547485,34.4738663,37.55186118,34.4162291,34.47546223,34.34358735,34.87
169,34.24286826,34.26842643,38.00887053,34.689177,34.46342457,34.20296056,34.85
170,34.64567402,34.21139356,34.26640614,34.24825426,34.10459565,34.43670703,34.88
171,34.45974962,34.44341372,34.19367643,34.55620954,34.0041706,34.08133265,34.87
172,30.2421191,30.68079417,30.41920822,30.36783771,30.51893436,30.56024881,30.81
173,30.42795728,30.66644877,51.26893288,30.043149,30.11744492,30.28736158,30.8
174,30.62601627,30.42774738,51.2225486,30.03009449,30.21061648,30.12341216,30.79
175,22.06899425,22.04926229,37.56232075,21.91519646,22.17609687,21.73586466,22.17
176,21.9075984,22.07257061,37.74447948,21.53085424,22.0542176,21.50083633,22.17
177,21.74736337,21.95224163,37.63605639,22.13670407,21.59110708,21.61911468,22.18
178,23.12078584,22.70226066,38.6230284,23.04056444,22.96104711,23.06876566,23.19
179,23.03929716,22.84008151,38.79198371,22.72840281,22.52285277,22.51092418,23.21
180,23.0496571,23.17837609,25.48605546,22.83966372,23.04567349,22.86197857,23.22
181,18.51973947,18.26728362,18.5466627,18.16357417,18.43693736,18.54005956,18.66
182,18.65241688,18.42921935,30.74278612,18.65643879,18.02906409,18.28327913,18.67
183,18.55278909,18.11323094,30.69779783,18.06197084,18.49099956,18.06925979,18.67
184,23.17800823,22.77215368,38.68949606,22.54235637,22.97173705,23.09922893,23.24
185,22.77921906,22.57967809,38.37368535,23.08448409,23.07414675,23.05720308,23.25
186,23.06579121,23.17738826,38.6390676,22.87327728,22.75735977,23.06883303,23.24
187,21.86182852,21.99523999,37.40071413,21.72263156,21.67267033,22.07929989,22.22
188,21.72874308,22.08442971,36.89024227,22.12158471,21.96070365,22.1193711,22.22
189,22.12311547,21.71170933,36.68888802,21.7883212,21.87214744,21.85087062,22.22
190,22.67997843,23.19651934,22.60748338,22.95803604,22.628699,22.99552461,23.23
191,22.56063853,22.92191394,22.61207295,22.62075872,23.13062251,22.71758174,23.24
192,23.13302941,23.0513695,23.03052387,22.80241792,22.66423367,22.80730997,23.23
193,24.34255126,41.56436847,24.08936991,24.62658001,24.00272027,24.65242619,24.77
194,24.10983231,41.20961135,24.60495494,24.57952744,24.09544803,24.49925386,24.8
195,24.54592069,41.02819003,24.28009586,24.50600244,24.09018538,24.02557896,24.8
196,29.00559561,49.14199046,28.91786763,28.54789082,28.5052393,28.54404394,29.38
197,29.02964192,48.9110314,28.65295285,28.50280377,28.75453682,28.50823308,29.39
198,28.76466711,48.48285953,28.74592114,28.58312948,28.96794132,28.58701329,29.4
199,32.6489804,54.75190058,32.37243053,32.5528508,32.69757374,32.0332435,32.96
200,32.58049925,55.12330183,32.66956065,32.64507348,32.33402899,32.22208541,32.96
201,32.33332722,32.00857574,32.61348638,32.37244847,32.32910807,32.1502451,32.96
202,34.51858524,34.51150378,34.81175986,35.07706666,34.95536657,34.60598117,35.49
203,34.90311722,34.73390228,35.10878168,34.95204,35.18476459,35.13894903,35.49
204,34.8865943,34.73972005,34.56794079,34.81758253,34.81990332,34.68016474,35.49
205,32.24379001,32.48520623,32.01618684,32.24733762,32.69614568,32.61124231,32.94
206,32.03548561,32.0283789,32.13409787,32.40861129,32.29213348,32.50510694,32.94
207,32.34602333,35.2845563,32.11695917,32.00271062,32.17678911,32.04851138,32.95
208,25.35523354,28.06491268,25.2441407,25.51724908,25.50812368,25.53138809,25.83
209,25.46407134,43.45320854,25.62061797,25.49839912,25.35248652,25.7054688,25.82
210,25.01904912,43.16309144,25.40316506,25.33187396,25.34654645,25.31504476,25.83
211,21.10476084,32.05082319,18.72133473,18.9885738,18.7304745,18.75526282,19.22
212,20.71587877,32.52038402,18.61936663,18.76484355,19.1112209,18.82780042,19.23
213,20.99286443,32.13126055,18.54924126,19.13897705,18.73266953,19.08649649,19.23
214,18.42053677,28.15464307,16.76475401,16.62478835,16.68401914,16.98441483,17.19
215,18.85678109,16.73797827,16.83883777,16.94597949,16.68787909,16.90606453,17.18
216,18.55344714,17.06486478,16.84998394,16.81875966,16.89139941,16.95568615,17.18
217,25.34074011,22.67357424,23.01035516,23.0814311,23.0386494,22.65065414,23.29
218,25.17368896,23.00807949,22.69773288,22.55627899,23.09241687,22.59293944,23.27
219,22.7248053,22.51236646,23.09700969,22.9934134,22.53233953,23.06254816,23.26
220,21.37971868,21.12552477,21.18554779,21.50633458,21.18455083,21.31952176,21.72
221,21.13237121,21.25551133,36.64346675,21.37021791,21.12692522,21.24227737,21.72
222,21.17584966,21.67998791,23.25555777,21.40165032,21.28572673,21.33572508,21.7
223,18.80818583,31.54051412,21.11918038,18.91071038,18.54741198,19.20216749,19.16
224,18.52927201,32.41175619,21.01056391,19.17708514,18.77003897,18.67927104,19.14
225,18.71323944,32.32481213,20.72350284,32.12287522,18.90772405,18.68308456,19.14
226,18.50511301,31.49312307,20.5372702,30.86890123,18.04321579,18.53109573,18.63
227,18.62455239,31.55252122,20.31100505,31.51968219,18.56287762,18.51154238,18.62
228,18.22988905,31.60790316,20.01753575,30.60431356,18.01542889,18.21690313,18.62
229,15.37067878,26.43869997,15.3844297,25.81093496,15.31849381,15.07389251,15.57
230,15.35163938,16.57758214,26.53832003,25.59337846,15.36320722,15.70436273,15.58
231,15.2765617,15.15709949,25.60203658,25.91107684,15.32664524,15.50742321,15.59
232,13.56200625,23.67044388,23.76913174,23.19497543,13.80241932,13.86193462,14.07
233,13.60120158,23.95860397,23.51611333,13.66175439,13.88894113,13.88780522,14.07
234,15.60617708,22.95491248,24.14722669,13.56621207,13.6920642,14.00597695,14.07
235,24.76336168,39.30481626,38.69216421,22.70149711,22.54939427,22.738209,23.2
236,24.81234653,25.45079492,39.41012329,22.75368459,23.04519437,23.07633773,23.21
237,25.30023562,25.12340307,38.60192296,23.19301716,22.78532287,22.62743854,23.2
238,42.51301628,42.18930177,38.20190705,38.63157561,38.58579741,38.04297254,38.94
239,42.33754943,42.14082656,38.24050073,38.23650515,38.00961957,38.62186552,38.94
240,42.18363567,38.18718429,38.59043978,38.56685488,38.58486202,38.67583877,38.94
241,46.34136429,70.60043124,42.17017831,41.85550943,41.70004407,41.92042112,42.52
242,41.9319699,70.88077031,41.74367257,41.74892081,42.14865159,42.19360589,42.52
243,41.99364609,70.96294105,42.03158531,41.97064065,41.92335214,42.05142288,42.53
244,39.10863369,66.24030153,39.1859472,38.92265186,38.5481901,38.71822652,39.48
245,38.89825213,66.63016099,38.91557079,38.60716005,39.19496141,38.9153458,39.48
246,39.05246652,65.86725208,38.79783219,39.05438454,39.11878552,39.11601597,39.48
247,37.34235114,63.86055874,37.63828688,37.4648521,37.23280574,37.1193964,37.97
248,37.04996162,63.15244067,37.41941855,37.26743146,37.06666123,37.00469904,37.97
249,37.62412118,37.70065416,37.20060128,37.30324503,37.32373257,37.44938764,37.97
250,37.33569497,37.18702508,37.66049764,37.31019695,37.44792213,37.56759484,37.97
251,37.32692397,37.65127126,37.41420149,37.60388636,37.18878897,37.11390807,37.96
252,37.06389181,37.21662629,37.55471539,37.06775614,37.22836619,37.11377088,37.97
253,40.5405453,40.59769333,40.57799003,40.0744285,40.62598863,40.38862133,41.03
254,40.17245447,40.30040082,40.624059,40.37897687,40.29907747,40.59014521,41.03
255,40.32065033,40.65646019,40.1608736,40.29344083,40.69595476,40.33305904,41.02
256,42.44085974,42.21898312,42.38951542,42.61204809,42.00802883,42.36637897,43.05
257,42.52242103,42.41517903,42.37103137,42.38428562,42.12396484,42.51674492,43.06
258,42.67432149,42.52993655,42.02927403,42.01796369,42.53125279,42.1381826,43.07
259,44.33319231,44.01800533,44.58767463,44.55012171,44.0944136,44.26200257,45.12
260,44.54785394,44.2645134,44.45823798,44.11137854,44.35331172,44.2498961,45.12
261,44.45410911,44.66921401,44.29423052,44.25501108,44.51918002,44.20281119,45.13
262,45.20365284,44.9099172,45.20231525,44.7506373,45.0114229,44.82053979,45.65
263,44.69435216,44.78332056,44.54997745,44.70671104,44.65680879,44.79522468,45.65
264,45.08934641,44.73752317,44.84801485,44.84406729,44.88535188,45.16248792,45.66
265,47.07951972,47.33199405,47.10830389,47.32278525,47.01640252,47.66360439,48.19
266,47.38005418,47.26656954,47.42189118,47.57937658,47.21780398,47.22480402,48.18
267,47.07204051,47.33141236,47.38810022,47.33522531,47.60054944,47.20397473,48.19
268,49.53634143,84.80813236,50.13736094,49.70267147,50.14192989,49.88293475,50.73
269,49.88078505,55.13629668,49.62874832,49.53613137,49.76207661,49.61095748,50.71
270,49.91190267,54.5966581,49.71969005,49.75702072,49.94089762,49.71655737,50.71
271,49.51863647,53.98756495,49.03716472,49.2351156,49.00798793,49.45344548,50.19
272,49.03958226,84.06221047,49.17598462,49.64445589,49.5116138,49.3019974,50.2
273,49.46424097,83.99680904,49.66830671,49.68905978,49.5853147,49.70506688,50.2
274,50.39387931,85.68985745,50.33809087,50.36419552,50.08002401,50.18511895,51.26
275,50.31073895,55.50495403,50.62239785,50.22929556,50.12270414,50.10849302,51.24
276,50.53869092,50.52380455,85.80152744,50.09257717,50.08384484,50.3375313,51.25
277,49.9110755,49.86271818,84.98842143,50.17286708,50.06325598,50.19238786,50.74
278,49.61229609,54.54025036,85.1497753,49.60419319,50.02012054,49.95827903,50.74
279,49.62252889,84.76908002,85.12998669,50.118578,49.73375559,49.71027972,50.77
280,49.00329755,54.56313598,83.37691746,49.47770016,49.36486234,49.68776033,50.27
281,49.68231357,54.24649198,83.36792842,49.49678717,49.2478751,49.44807746,50.25
282,49.41386535,54.2404246,83.6895507,49.41759846,49.15215382,49.54252451,50.24
283,47.89703581,52.4873381,81.65827621,47.80163853,47.8481504,47.87629856,48.71
284,47.99204715,52.68936188,47.66353812,48.08033414,47.87913814,47.51900875,48.7
285,47.97947062,81.38247228,47.7138223,47.63889039,47.62536592,47.96924124,48.67
286,47.17702893,46.7350709,46.6193693,46.63197032,47.1398017,46.64446609,47.65
287,46.77242913,46.53905063,46.69329126,46.65695575,46.82702461,46.54564462,47.63
288,46.96481709,79.25320798,46.91357714,46.92758795,46.74702338,46.9227185,47.63
289,48.07734751,81.92000124,47.57109024,47.91825766,47.69968913,48.07508028,48.65
290,47.93567547,80.89192281,48.0462033,47.86116155,48.20551984,48.17164837,48.65
291,48.11697025,81.5025502,48.0320664,47.55411497,47.93834866,47.78761105,48.65
292,48.2512664,82.64614398,48.21461103,48.02786114,48.41395099,48.37359501,49.16
293,48.00918302,81.71238814,48.55494624,48.58078861,48.66729232,48.0218304,49.16
294,48.56639896,82.58413294,48.21098222,48.45595342,48.50061845,48.15737216,49.15
295,46.90559451,79.94229817,47.06320003,46.92058692,46.68928084,46.5186732,47.6
296,46.59544989,46.74423307,47.06404931,46.85817527,47.06747486,46.68862848,47.57
297,46.74033926,47.08054368,46.82984333,46.72288481,46.81674286,46.73064903,47.56
298,48.05888955,48.2004312,47.51677424,48.07303894,48.07784917,47.56673257,48.56
299,47.62139397,47.59630934,47.59094777,47.60462591,47.51198037,47.77030193,48.55
300,47.64926752,48.19048206,47.69591092,48.07755665,47.87323376,48.05655474,48.55
301,49.27265531,49.4188642,49.59271715,49.62050049,49.01886132,49.68443787,50.09
302,49.50889549,49.054835,49.4179075,49.1787722,49.58197486,49.1381005,50.07
303,49.24924328,49.56235326,49.22877839,49.31435397,49.64243167,49.42576744,50.09
304,47.98620058,52.41238593,47.57364504,48.0071356,47.57873644,47.89587994,48.55
305,47.54735397,52.59967266,47.95948846,47.72554572,47.72694645,47.79470947,48.55
306,47.88186094,52.87675001,47.91492141,47.55562344,48.0057089,47.82062541,48.57
307,45.1565204,49.09924729,45.08166572,44.99625958,44.87736541,44.99423952,45.53
308,44.93132244,49.6409827,44.67746687,45.12235041,44.76024561,44.75203589,45.53
309,45.15732733,49.63993267,44.98565316,44.89972575,44.82214277,44.52097025,45.52
310,47.48812642,52.22160762,47.55673989,47.21731942,47.25929071,47.51034939,48.07
311,47.53460856,52.39870591,47.45063393,47.53467168,47.44026382,47.39825826,48.08
312,47.51147159,47.07627847,47.03037894,47.49562004,47.34353556,47.37730405,48.09
313,49.59196268,49.64274396,50.1273918,50.02239688,50.01368924,50.17060691,50.63
314,49.65326124,49.80817559,49.70713119,49.75087139,49.94123598,49.69233095,50.63
315,49.83748991,49.92039897,50.18868376,49.93530645,49.92726044,49.80522696,50.62
316,45.0573998,44.9082561,44.77449592,45.19828393,44.68319432,44.76436928,45.55
317,44.85732425,44.52775412,44.84829434,45.11244333,45.15893645,75.85852545,45.55
318,44.88785776,45.03078145,44.70131178,44.94674272,44.79566242,76.56949245,45.57
319,45.15566952,45.52408796,45.26974171,45.65289961,45.14379342,49.52713703,46.07
320,45.58966994,45.16099189,45.37092646,45.66184965,45.63984501,49.70171251,46.07
321,45.33896541,45.49271874,45.49189269,45.4786805,45.67486797,50.11069133,46.08
322,45.97589085,46.07048028,46.11035093,46.03136467,45.75990854,50.38019155,46.58
323,45.89767664,45.51913868,46.15405063,45.59707757,45.84951415,78.53089955,46.58
324,45.69820391,46.01061157,45.52132162,45.60294515,45.82005055,77.65596288,46.56
325,54.59977512,92.78081525,54.36392514,54.55016234,54.43740049,54.67768067,55.19
326,54.52101338,92.75265031,54.36961666,54.6089849,54.60956651,60.17003546,55.16
327,54.43817694,92.68157377,54.29642468,54.20558499,54.66554208,92.44067479,55.16
328,55.22313618,94.10477477,55.3577093,55.16114106,55.24615092,94.03112951,56.17
329,55.14677669,93.53619673,55.27155752,55.6484576,55.19026872,94.25525917,56.17
330,55.65655732,94.54931627,55.2410921,55.31995205,55.18178663,94.44607154,56.15
331,48.57535759,82.90515691,48.56094007,48.84680169,48.64679075,82.86439931,49.56
