ticks,sajikro,yulgokno,jongno,twegero,sejongdaero,samildaero,roadmean
110,24.6908896,24.29926297,24.34460617,24.4639421,24.60611268,24.18830117,24.4
111,24.51443706,24.68560883,24.69077625,24.46509983,24.03621347,24.55946813,24.4
112,21.44788677,21.3430996,21.70468642,21.08813496,21.43471847,21.09988829,21.39
113,21.69047576,21.70575948,21.45614104,21.64042847,21.07139774,23.33063711,21.39
114,21.14394929,21.32567351,21.67015838,21.26790243,21.3158266,23.14747206,21.39
115,19.45924895,19.05322849,19.654676,19.00581594,19.1773775,21.30948328,19.38
116,19.51114028,19.26231321,19.6178764,19.57416951,19.28407208,21.03466382,19.38
117,19.65106157,19.502285,19.1443254,19.49859031,19.44363998,21.61893728,19.38
118,20.49077883,20.04409652,20.10116398,20.54072816,20.20708045,22.53513316,20.39
119,20.00708256,20.66706431,20.46467784,20.52997771,20.11223051,20.10899271,20.39
120,20.58543746,20.13715674,20.46484999,20.20818731,20.40758238,20.13294763,20.39
121,21.67870493,22.19466088,21.93355047,21.96975143,21.63503672,23.70345852,21.9
122,21.51864553,21.89715689,21.93198399,21.79074723,21.86575611,24.21754834,21.9
123,21.63897806,22.11723494,21.7832569,21.54590001,21.66027532,23.94495481,21.89
124,25.30713709,25.00732924,25.00320716,25.66938374,25.38316521,27.78764651,25.4
125,25.31968626,25.18983215,25.40064438,25.65942268,25.10942891,27.62899431,25.4
126,25.61746748,25.58114413,25.25829732,25.26709424,25.5332314,27.61760852,25.41
127,32.31554102,32.37959386,32.69976011,32.70698375,32.19501998,32.33961247,32.43
128,32.43058836,32.40133735,32.69229701,32.53774067,32.38366314,32.30521857,32.44
129,32.2112562,32.46436169,32.28363998,32.38565795,32.59172229,32.51857696,32.45
130,24.97062085,25.03638355,24.58990613,25.16960101,24.91443727,24.52709124,24.94
131,25.10712274,25.14302179,24.93083327,24.50460545,24.5422466,24.98991709,24.94
132,24.513598,25.11908952,24.58851948,24.68725531,24.68286831,24.64869257,24.94
133,21.80271045,21.6409624,21.78187507,21.74665219,21.72923439,21.67788529,21.92
134,22.14079766,21.87558105,21.89931247,21.56361205,22.05930055,22.15498911,21.91
135,22.0286154,22.04298154,21.61383202,22.12545027,22.14551936,21.93795885,21.91
136,19.85685356,19.59422673,19.96774084,19.8260546,19.57457252,20.09688544,19.89
137,19.54573693,19.61831448,19.85298896,20.18854165,19.80726066,19.71549331,19.89
138,19.72357445,19.54919521,20.09670254,19.89120184,19.79720499,20.20067781,19.89
139,22.10008846,21.55439781,21.84685722,21.98283475,22.02687599,21.87879473,21.89
140,21.62328902,21.72301918,21.72468176,22.19549094,21.50182057,21.92089995,21.89
141,21.63413555,21.98726323,21.52948791,21.89688231,21.92651544,21.54087334,21.89
142,13.45771076,13.5994173,13.25151454,13.51336132,13.23606464,13.64289489,13.38
143,13.48550625,13.29903246,13.57190325,14.81100958,13.55670876,13.48186232,13.37
144,13.66069804,13.60676553,13.15197846,14.46336343,13.19463565,13.15265482,13.37
145,13.42255113,13.35435613,13.56506505,14.39477893,13.39072087,13.00214757,13.37
146,13.70703203,13.1761729,13.1368818,14.74380934,13.10494081,13.2991107,13.37
147,13.40603576,14.32343297,13.19498972,14.49173542,13.61291396,13.03440563,13.36
148,14.53031904,16.54129411,14.67046609,16.53826774,14.67963257,14.6547604,14.87
149,14.54606778,15.96257926,15.10443599,14.7783524,14.58676135,14.72558185,14.87
150,14.73089648,16.38338952,14.65898596,14.51014819,14.73595247,14.76346008,14.86
151,14.20025546,15.81820961,14.21579159,14.22553482,14.64085621,14.38203505,14.36
152,14.69903821,16.00924958,14.10981454,14.54373004,14.36984321,14.28306278,14.36
153,14.63136235,14.41457678,14.09581865,14.31830097,14.43347749,14.67433262,14.36
154,13.29685682,13.04525742,13.59285762,13.54907138,13.04722519,13.70196435,13.36
155,13.41902615,13.39658793,13.12216936,13.13176174,13.28039306,13.49287648,13.36
156,13.46143645,13.48717507,13.51724916,13.04893211,13.48577649,13.03760554,13.36
157,13.70114794,13.50973139,13.8218722,14.10603885,13.69085839,13.65569377,13.86
158,13.93455101,14.1873997,13.76928625,13.90499847,14.14041752,13.66476817,13.86
159,13.89523247,13.58812172,14.09655291,13.78756495,14.07263852,13.78910217,13.86
160,21.36805525,21.20993487,23.47613175,21.06060191,21.56568765,21.51618562,21.37
161,21.23677409,21.27244698,23.24529995,21.43755756,21.29487671,21.25630735,21.37
162,21.67096267,21.2427293,23.30327855,21.51850976,21.23976665,21.33331586,21.37
163,28.0387411,28.03353875,31.11914581,28.10033206,28.37108583,28.70369365,28.37
164,28.48662098,28.63837402,31.468834,28.63047465,28.06284123,28.24424032,28.38
165,28.47332959,28.1833616,31.08565535,28.25736006,28.26593549,28.48192049,28.38
166,34.30623255,34.69782088,34.58600206,34.65781181,34.07896954,34.34722424,34.4
167,34.30294662,34.49819346,34.41918433,34.37874002,34.01226549,34.07814576,34.41
168,34.13297162,34.67132177,34.64399783,34.70204692,34.39302267,34.5789701,34.43
169,34.51773953,34.6924265,34.45298756,34.38685838,34.08021132,34.0553387,34.43
170,34.60341593,34.66342442,34.58498404,34.51615446,34.46894167,34.42311674,34.44
171,34.19177273,34.49382114,34.21419291,34.19645868,34.31380695,34.47664834,34.45
172,30.0225622,30.0634673,30.32185652,30.05061465,30.38601447,30.18254899,30.43
173,30.60460986,30.06710803,30.00692902,30.28855827,30.48463504,30.05802217,30.43
174,30.45183268,30.28231208,30.56944351,30.48260015,30.64169989,30.1115003,30.42
175,21.55272917,21.96982046,21.71689725,22.13375433,21.79915093,22.14208298,21.9
176,21.95612304,21.99706917,21.77486554,22.06038434,21.51543861,21.60292931,21.9
177,21.55562468,21.66527774,21.90387028,22.08966996,22.02143187,22.15499664,21.9
178,22.78280763,22.9309999,22.74420187,23.16303378,22.8878628,22.96497635,22.91
179,22.67318843,22.98412697,22.82539769,22.54086248,22.8775006,22.63011323,22.91
180,23.12232851,22.56079032,22.72810441,22.58678027,22.93013871,22.52818981,22.92
181,18.5071456,18.30342807,18.05034361,18.04523221,18.69476447,18.67334992,18.41
182,18.1995741,18.41795619,18.44192246,18.16978464,18.06577044,18.12013655,18.4
183,18.20056899,18.0329854,18.5703393,18.11881977,18.45889496,18.22454123,18.4
184,22.88622831,22.78599938,23.0810789,22.65952924,22.89456905,22.61795564,22.91
185,22.62417987,23.14515468,22.61095478,23.0755997,23.1151062,23.08439126,22.9
186,22.78988501,22.96987845,23.11574956,22.5398956,23.19191047,22.8918789,22.9
187,21.89918201,21.77732576,21.9338053,21.80019143,21.50260199,21.78110633,21.9
188,22.11678818,22.11913892,21.90002127,21.83759841,21.9313295,22.15935448,21.9
189,21.68973529,21.70296849,21.77763742,21.91924617,21.50508846,21.50816434,21.9
190,22.80765599,22.5035905,22.99249452,22.64535338,22.85103979,22.7489126,22.91
191,22.54836802,22.73551179,22.60198666,22.82836141,22.99445105,22.54410072,22.92
192,22.54987072,23.19676144,22.78323155,22.65687355,22.82310753,23.0779041,22.91
193,24.19751759,24.21881493,24.29527309,24.10687456,24.58970717,24.41727406,24.41
194,24.5058006,24.45788948,24.46802036,24.64073573,24.32013889,24.66716443,24.4
195,24.24255762,24.52532891,24.64475206,24.33139265,24.11672115,24.40690523,24.4
196,29.19852285,31.52097526,28.9156221,29.09894164,28.97087829,28.63230641,28.9
197,28.69987873,31.8859757,28.79352744,28.83750683,28.89162134,29.06991002,28.9
198,29.14783268,31.36338284,28.53262042,29.19586537,28.73961827,28.7103056,28.9
199,32.63917331,35.41993814,32.68512051,32.12367827,32.47147286,32.41599711,32.41
200,32.43489423,35.6136516,32.6680472,32.61792607,32.56872068,32.48549891,32.43
201,32.09267668,35.91056279,32.4096903,32.35698666,32.12846814,32.3077943,32.43
202,34.87669454,34.84685088,34.71802575,35.03435123,34.70982464,35.1685893,34.93
203,34.76558066,35.0767381,34.5501062,34.56989146,34.50410345,34.55779532,34.93
204,35.1726608,34.53372166,35.05730343,34.84912181,34.63600677,34.69335908,34.92
205,32.64795898,32.60376859,32.67441954,32.53630646,32.61672695,32.02963444,32.41
206,32.22819102,32.26457476,32.15955462,32.04332739,32.02294603,32.45304072,32.41
207,32.4350655,32.228975,32.31258643,32.55640299,32.49775582,32.58410025,32.4
208,25.28385715,25.19245229,25.00110916,25.54825396,25.52626506,25.35737363,25.4
209,25.45133304,25.1841484,25.49516563,25.02277479,25.24490528,25.69612903,25.4
210,25.03329279,25.29156513,25.39803404,25.63512921,25.06231601,25.04922475,25.41
211,19.20564001,18.9777807,18.50727437,18.66350087,19.05307343,18.68757351,18.9
212,18.95308189,18.72765634,19.11266799,18.50887206,18.91156193,19.04742321,18.89
213,19.07264645,18.68851237,18.96056784,18.56841923,18.56646945,19.0281617,18.89
214,16.58898258,16.69360285,17.1311197,16.55068394,16.51628662,16.50675049,16.88
215,16.59903051,16.62995735,17.03880033,16.84145689,16.80776865,17.03799862,16.88
216,16.80878803,16.81858705,17.08089929,16.98596005,17.1215056,16.65622356,16.88
217,22.80933833,22.78008291,22.95401102,23.0844659,23.12639047,23.11798674,22.88
218,22.98545639,22.92362029,23.00856542,22.96766339,22.7890399,22.95677229,22.88
219,22.89651432,25.29340234,22.69678901,22.5232217,23.20395341,23.11288517,22.88
220,21.62358592,23.87678495,21.22605789,21.63269984,21.45161222,21.20892051,21.38
221,21.2949595,23.685486,21.04619606,21.10916659,21.20014396,21.22496531,21.38
222,21.47522379,23.53519302,21.55984355,21.39096681,21.47163525,21.2777136,21.38
223,19.18830347,21.06679238,18.68914095,18.98547948,18.58555415,18.9411945,18.88
224,18.7846003,20.41124472,18.63789098,18.78652633,18.64534582,18.5871654,18.88
225,18.87957137,18.80512176,18.50920199,18.70632309,19.14511084,18.99587789,18.87
226,18.14739789,18.2985285,18.00322592,18.37253987,18.02858348,18.63892162,18.37
227,18.5029667,18.60107305,18.62068344,18.14258826,18.57254537,18.61466476,18.37
228,18.20898957,18.09215149,18.35798882,18.68802476,18.63097336,18.14514935,18.37
229,15.27281777,15.59531943,15.23119595,15.25950442,15.48076399,15.00492261,15.37
230,15.01812367,15.50652127,15.03322546,15.61537479,15.67283593,15.24979067,15.37
231,15.4916103,15.26914316,15.51620704,15.07190967,15.18428805,15.54308906,15.37
232,13.60674273,14.16731751,13.91464698,13.59731793,13.90920346,14.201541,13.87
233,14.14611736,13.97595236,13.54138424,13.69312161,14.0135055,13.67961534,13.87
234,13.56115073,13.87624794,13.96611683,14.08681062,13.61223854,13.91445589,13.87
235,22.97882885,22.60419457,23.19976224,22.74006417,22.9430648,22.52174651,22.88
236,22.79637934,22.98739046,22.82557147,23.16524977,23.17078717,22.50324765,22.88
237,23.15923898,22.86180325,22.79992846,22.54542788,22.92805448,22.6929552,22.89
238,38.57232062,38.03425939,38.29788783,38.5500867,38.2602818,38.37320602,38.41
239,38.52270699,38.32195959,38.63733319,38.64210949,38.64752528,38.20890035,38.42
240,38.27902334,38.0720026,38.60361891,38.14172673,38.17690812,38.57145607,38.43
241,41.71475047,41.80496647,41.59610695,41.99027706,41.97450111,41.62692904,41.95
242,41.7754017,41.78566297,42.02729963,41.64009244,41.78485255,41.86493384,41.94
243,41.92614025,41.77965781,42.19018375,41.91516634,41.58491651,42.19209755,41.94
244,38.51158519,38.65936012,38.75097799,38.92718608,38.72548569,38.76076022,38.93
245,38.87187558,38.96716513,38.59915821,38.96354742,38.72453269,38.75872739,38.92
246,38.81122379,38.51500606,38.57469281,38.80607478,38.65378857,38.80319819,38.92
247,37.43955544,37.09718975,37.47683501,37.02295823,37.6064201,37.07500216,37.41
248,37.20844116,37.50404186,37.1353456,37.58890443,37.6110722,37.60975415,37.42
249,37.67483301,37.28632519,37.64432573,37.2647413,37.34713301,40.98293693,37.42
250,37.70445415,37.52362342,37.53781248,37.45306033,37.17391623,40.70312811,37.43
251,37.19200381,37.24411375,37.17250264,37.21070867,37.01460285,41.24201684,37.44
252,37.13637119,37.13605188,37.53403929,37.70689875,37.41293517,40.73466225,37.43
253,40.37175029,40.30951349,40.38473252,40.6875151,40.35728659,44.23501489,40.44
254,40.20904516,40.16410585,40.3827215,40.13411603,40.42212299,44.35278913,40.43
255,40.45957297,40.04945364,40.49512061,40.33044984,40.53225633,40.28619151,40.42
256,42.38780403,42.21942368,42.53582019,42.23784377,42.32287764,42.31144931,42.43
257,42.52353582,42.04459418,42.10054865,42.51957223,42.66958386,42.55418485,42.42
258,42.41959729,42.0915392,46.46940269,42.70603592,42.5665413,42.03774336,42.43
259,44.25415653,44.42880383,49.0021907,44.18911134,44.28941526,44.6848502,44.44
260,44.21870606,44.5210505,48.64346615,44.23483227,44.07246996,44.04079096,44.45
261,44.20157536,44.55232845,48.82957481,44.44626401,44.41666042,44.37678969,44.46
262,44.84781206,44.80579508,49.68822118,44.53728562,44.99366512,44.51700997,44.96
263,44.73970465,44.59953874,49.71537794,44.55915552,45.04199828,44.74745179,44.95
264,44.54680166,45.12115977,44.89517027,45.07482504,44.7298887,45.09021738,44.95
265,47.02476588,47.31807931,47.07932787,47.06635239,47.57531562,47.41596711,47.45
266,47.05237377,47.22910637,47.38045506,47.03324128,47.65313655,47.21110803,47.44
267,47.21155041,47.61964535,47.63677989,47.16250803,47.20530845,47.03989832,47.43
268,50.16582484,49.83941526,49.6320423,49.7429857,49.90122835,50.01128541,49.94
269,49.63013354,49.6772434,49.87563764,49.79470801,50.15729198,49.96880468,49.94
270,50.10294833,49.56356515,49.90999358,49.90789716,49.84013326,49.77871769,49.94
271,49.29707281,49.35809667,49.45482544,49.45404523,49.56517959,49.01237751,49.45
272,49.56000756,49.10830332,49.12256485,49.47679245,49.65767992,49.10153977,49.45
273,49.21574534,49.4226443,49.55842586,49.59734156,49.47671337,49.27801846,49.44
274,50.66456062,55.299502,50.30486011,50.59369875,50.01579604,50.5510163,50.44
275,50.52038065,55.54013709,50.04181527,50.09449162,50.20749119,50.36580638,50.43
276,50.47299373,55.46334997,50.38204068,50.31067134,50.30175858,50.41938114,50.42
277,49.58865753,55.03301881,50.06522675,49.89989267,50.06715313,50.03257219,49.91
278,50.10641633,55.09692397,49.72005878,49.58567616,49.93983586,50.0941476,49.92
279,49.88591086,55.00536299,50.17431474,49.93301533,49.9017195,49.71092585,49.93
280,49.42370478,49.33750538,49.08788447,49.58197495,49.38915863,49.53121667,49.43
281,49.17518084,49.37057442,49.44826838,49.12847182,49.35752298,49.35035163,49.43
282,49.1196406,49.15207097,49.50486759,49.02873084,49.18328634,49.69591643,49.43
283,47.75022823,47.58022382,47.70971155,47.59933903,47.76146948,48.06815315,47.93
284,47.83068048,47.74007541,47.59840175,47.63441198,47.92581656,47.60479059,47.92
285,47.86367184,48.01868131,48.1092316,47.92309861,47.54854503,47.60050397,47.91
286,46.95399029,46.74100663,47.19022841,46.94850176,47.07434791,46.80808537,46.91
287,46.89179131,46.95786995,46.92015496,46.52280615,47.08400391,46.68803083,46.91
288,46.99377248,51.80142353,47.01128548,47.02239127,46.92172024,46.94256964,46.91
289,47.78132896,52.88969009,47.70387231,47.62481663,47.69642254,47.65685589,47.91
290,47.57092175,52.79466779,47.54914661,47.67457781,47.63150121,47.60339186,47.91
291,47.69767857,52.43429963,47.83597235,48.12347421,47.93409241,47.842809,47.91
292,48.24935867,53.34014437,48.35810639,48.08231406,48.39639998,48.48893142,48.4
293,48.44651543,53.52705744,48.23118152,48.27789763,48.17252379,48.48085399,48.4
294,48.4835967,48.54385046,48.57668554,48.10026301,48.55392901,48.04108004,48.4
295,47.19920577,47.10426924,46.57544842,46.73373797,46.66560432,46.71717838,46.9
296,47.01542293,46.65455893,46.66124672,46.73258813,46.83017801,46.95695766,46.9
297,46.92589998,46.8661471,46.70025706,46.81905126,46.78936565,46.74075011,46.9
298,47.80964956,47.70272849,48.17689561,47.72232969,47.84274046,47.54420471,47.9
299,47.65419569,48.14720891,47.56443624,47.54409848,47.64267457,47.54131092,47.9
300,47.720405,47.7491701,47.50362989,53.02505327,48.06660599,47.51265344,47.9
301,49.3093395,49.28148111,49.55338078,54.65007922,49.27402082,49.67691758,49.4
302,49.60851241,49.29700159,49.024781,54.22659502,49.62662147,49.21450408,49.4
303,49.28019225,49.53784697,49.37617532,54.25268511,49.59310305,49.19857914,49.4
304,47.66430586,47.93995939,47.80127152,52.63991896,47.73654116,47.6784159,47.9
305,47.64500978,47.93795387,47.68425388,52.5100108,47.83137922,48.00952432,47.9
306,47.75248649,47.85063981,47.50974961,47.88545477,48.04262267,47.75530134,47.9
307,45.09112872,45.03482813,44.87858982,45.19261873,44.96971735,44.60827889,44.9
308,45.0537127,44.95542107,44.55449542,45.20699361,45.05475938,44.85067398,44.91
309,44.81021588,44.81445079,44.83744726,45.19016912,45.14359617,44.62020493,44.92
310,47.16320013,47.46748258,47.37986763,47.44563637,47.35578984,47.07701334,47.43
311,47.66833372,47.4296082,47.63073017,47.42204143,47.64881606,47.21393941,47.43
312,47.46319859,47.24882178,47.5181186,52.26725175,47.34528741,47.67703746,47.43
313,49.52282921,49.92073156,49.99784322,55.1360772,50.07948654,49.81834542,49.94
314,50.15372525,49.66433623,49.51314022,55.13980103,49.5404058,49.96341679,49.94
315,49.57060997,50.15742938,49.63758612,54.83618442,49.94416164,49.74044433,49.95
316,44.85026694,45.05108985,44.67015237,49.50770684,44.87881836,45.10273704,44.94
317,44.78621636,44.69813884,45.13771827,49.48293714,45.06118738,44.80091544,44.95
318,44.9173581,44.55865813,45.10430821,44.97321508,45.19124957,44.92084568,44.95
319,45.08140285,45.44952857,45.13081322,45.14208157,45.17583153,45.38136558,45.47
320,45.26739102,45.53870747,45.36687031,45.58911181,45.60370433,45.0693556,45.48
321,45.31286735,45.29451669,45.59608716,45.2272042,45.53973503,45.25435826,45.48
322,45.60178811,45.8755455,45.55553967,45.87037354,45.77971009,46.07672889,45.97
323,45.7279255,45.65736002,45.82381097,45.61046459,45.55860018,46.07927192,45.97
324,45.65513394,45.96289445,45.99223069,46.06859348,45.94423517,45.52573067,45.96
325,54.56298793,54.02691197,54.25171691,54.06871497,54.11501153,54.50611348,54.48
326,54.07067367,54.44051467,54.58712635,54.33714777,54.68146279,54.48134288,54.46
327,54.06214352,54.12728656,54.18953932,54.07132888,54.53785172,54.34793519,54.47
328,55.34514749,55.16744723,55.53741745,55.29179089,55.62798328,55.14678861,55.49
329,55.67746337,55.44569317,55.37233121,55.4506934,55.41278623,55.45716356,55.5
330,55.59464144,55.61396262,55.3293239,55.58171128,55.29164265,55.03590321,55.51
