"type","date","hour","no2_mean","no2_sd"
"Back",2018-01-25,17,17,2.82842712474619
"Back",2018-01-25,18,16.5,2.12132034355964
"Back",2018-01-25,19,16.5,3.53553390593274
"Back",2018-01-25,20,17,4.24264068711928
"Back",2018-01-25,21,16.5,2.12132034355964
"Back",2018-01-25,22,15,1.4142135623731
"Back",2018-01-25,23,14.5,3.53553390593274
"Back",2018-01-26,0,15.5,0.707106781186548
"Back",2018-01-26,1,15,4.24264068711928
"Back",2018-01-26,2,12,1.4142135623731
"Back",2018-01-26,3,10,1.4142135623731
"Back",2018-01-26,4,9,0
"Back",2018-01-26,5,9,0
"Back",2018-01-26,6,12.5,0.707106781186548
"Back",2018-01-26,7,17,1.4142135623731
"Back",2018-01-26,8,23,0
"Back",2018-01-26,9,23.5,0.707106781186548
"Back",2018-01-26,10,18,1.4142135623731
"Back",2018-01-26,11,15.5,3.53553390593274
"Back",2018-01-26,12,15,2.82842712474619
"Back",2018-01-26,13,14,2.82842712474619
"Back",2018-01-26,14,14,4.24264068711928
"Back",2018-01-26,15,14.5,2.12132034355964
"Back",2018-01-26,16,17.5,2.12132034355964
"Back",2018-01-26,17,21.5,3.53553390593274
"Back",2018-01-26,18,25.5,4.94974746830583
"Back",2018-01-26,19,22.5,4.94974746830583
"Back",2018-01-26,20,19.5,4.94974746830583
"Back",2018-01-26,21,18.5,6.36396103067893
"Back",2018-01-26,22,25,1.4142135623731
"Back",2018-01-26,23,30.5,3.53553390593274
"Back",2018-01-27,0,27,11.3137084989848
"Back",2018-01-27,1,33.5,3.53553390593274
"Back",2018-01-27,2,39,7.07106781186548
"Back",2018-01-27,3,37,2.82842712474619
"Back",2018-01-27,4,34.5,9.19238815542512
"Back",2018-01-27,5,34.5,10.6066017177982
"Back",2018-01-27,6,43.5,7.77817459305202
"Back",2018-01-27,7,48.5,0.707106781186548
"Back",2018-01-27,8,47.5,0.707106781186548
"Back",2018-01-27,9,39,4.24264068711928
"Back",2018-01-27,10,42.5,3.53553390593274
"Back",2018-01-27,11,38,7.07106781186548
"Back",2018-01-27,12,36,5.65685424949238
"Back",2018-01-27,13,39.5,3.53553390593274
"Back",2018-01-27,14,37.5,9.19238815542512
"Back",2018-01-27,15,41.5,9.19238815542512
"Back",2018-01-27,16,39.5,3.53553390593274
"Back",2018-01-27,17,39,2.82842712474619
"Back",2018-01-27,18,40.5,4.94974746830583
"Back",2018-01-27,19,49.5,0.707106781186548
"Back",2018-01-27,20,43,7.07106781186548
"Back",2018-01-27,21,48.5,3.53553390593274
"Back",2018-01-27,22,46.5,0.707106781186548
"Back",2018-01-27,23,47,0
"Back",2018-01-28,0,44.5,6.36396103067893
"Back",2018-01-28,1,32.5,10.6066017177982
"Back",2018-01-28,2,22,2.82842712474619
"Back",2018-01-28,3,22,1.4142135623731
"Back",2018-01-28,4,24.5,2.12132034355964
"Back",2018-01-28,5,16.5,2.12132034355964
"Back",2018-01-28,6,18,0
"Back",2018-01-28,7,22,1.4142135623731
"Back",2018-01-28,8,22,5.65685424949238
"Back",2018-01-28,9,22.5,4.94974746830583
"Back",2018-01-28,10,23,1.4142135623731
"Back",2018-01-28,11,24.5,0.707106781186548
"Back",2018-01-28,12,17,1.4142135623731
"Back",2018-01-28,13,18,0
"Back",2018-01-28,14,13.5,2.12132034355964
"Back",2018-01-28,15,14,1.4142135623731
"Back",2018-01-28,16,16,2.82842712474619
"Back",2018-01-28,17,13,1.4142135623731
"Back",2018-01-28,18,11.5,0.707106781186548
"Back",2018-01-28,19,14.5,0.707106781186548
"Back",2018-01-28,20,13,0
"Back",2018-01-28,21,20,1.4142135623731
"Back",2018-01-28,22,22,0
"Back",2018-01-28,23,21.5,0.707106781186548
"Back",2018-01-29,0,20,1.4142135623731
"Back",2018-01-29,1,17.5,0.707106781186548
"Back",2018-01-29,2,17,2.82842712474619
"Back",2018-01-29,3,15.5,2.12132034355964
"Back",2018-01-29,4,13.5,0.707106781186548
"Back",2018-01-29,5,16,0
"Back",2018-01-29,6,18,2.82842712474619
"Back",2018-01-29,7,20.5,2.12132034355964
"Back",2018-01-29,8,23,4.24264068711928
"Back",2018-01-29,9,29,4.24264068711928
"Back",2018-01-29,10,21,1.4142135623731
"Back",2018-01-29,11,20.5,3.53553390593274
"Back",2018-01-29,12,14.5,4.94974746830583
"Back",2018-01-29,13,10.5,3.53553390593274
"Back",2018-01-29,14,12,1.4142135623731
"Back",2018-01-29,15,16,2.82842712474619
"Back",2018-01-29,16,16.5,2.12132034355964
"Back",2018-01-29,17,17,2.82842712474619
"Back",2018-01-29,18,23.5,2.12132034355964
"Back",2018-01-29,19,26.5,3.53553390593274
"Back",2018-01-29,20,27.5,0.707106781186548
"Back",2018-01-29,21,25,1.4142135623731
"Back",2018-01-29,22,16.5,0.707106781186548
"Back",2018-01-29,23,13.5,3.53553390593274
"Back",2018-01-30,0,16,4.24264068711928
"Back",2018-01-30,1,21.5,4.94974746830583
"Back",2018-01-30,2,26.5,7.77817459305202
"Back",2018-01-30,3,29.5,4.94974746830583
"Back",2018-01-30,4,30.5,4.94974746830583
"Back",2018-01-30,5,37,2.82842712474619
"Back",2018-01-30,6,44,1.4142135623731
"Back",2018-01-30,7,46,2.82842712474619
"Back",2018-01-30,8,51,1.4142135623731
"Back",2018-01-30,9,63,5.65685424949238
"Back",2018-01-30,10,68.5,0.707106781186548
"Back",2018-01-30,11,55.5,6.36396103067893
"Back",2018-01-30,12,42,0
"Back",2018-01-30,13,43,2.82842712474619
"Back",2018-01-30,14,41.5,4.94974746830583
"Back",2018-01-30,15,40,7.07106781186548
"Back",2018-01-30,16,36.5,3.53553390593274
"Back",2018-01-30,17,42.5,0.707106781186548
"Back",2018-01-30,18,52,2.82842712474619
"Back",2018-01-30,19,54.5,6.36396103067893
"Back",2018-01-30,20,52.5,3.53553390593274
"Back",2018-01-30,21,47.5,0.707106781186548
"Back",2018-01-30,22,45,0
"Back",2018-01-30,23,45.5,0.707106781186548
"Back",2018-01-31,0,45,0
"Back",2018-01-31,1,45.5,0.707106781186548
"Back",2018-01-31,2,43.5,3.53553390593274
"Back",2018-01-31,3,39.5,3.53553390593274
"Back",2018-01-31,4,44,2.82842712474619
"Back",2018-01-31,5,46,1.4142135623731
"Back",2018-01-31,6,36,2.82842712474619
"Back",2018-01-31,7,29,1.4142135623731
"Back",2018-01-31,8,39,1.4142135623731
"Back",2018-01-31,9,41.5,4.94974746830583
"Back",2018-01-31,10,39,2.82842712474619
"Back",2018-01-31,11,31.5,6.36396103067893
"Back",2018-01-31,12,22.5,3.53553390593274
"Back",2018-01-31,13,23.5,6.36396103067893
"Back",2018-01-31,14,23,0
"Back",2018-01-31,15,26,2.82842712474619
"Back",2018-01-31,16,25,2.82842712474619
"Back",2018-01-31,17,30,1.4142135623731
"Back",2018-01-31,18,36.5,0.707106781186548
"Back",2018-01-31,19,38,2.82842712474619
"Back",2018-01-31,20,32.5,2.12132034355964
"Back",2018-01-31,21,33,0
"Back",2018-01-31,22,37.5,4.94974746830583
"Back",2018-01-31,23,42.5,6.36396103067893
"Back",2018-02-01,0,49.5,4.94974746830583
"Back",2018-02-01,1,43.5,9.19238815542512
"Back",2018-02-01,2,31.5,3.53553390593274
"Back",2018-02-01,3,32.5,2.12132034355964
"Back",2018-02-01,4,33.5,3.53553390593274
"Back",2018-02-01,5,37,5.65685424949238
"Back",2018-02-01,6,39.5,2.12132034355964
"Back",2018-02-01,7,44,2.82842712474619
"Back",2018-02-01,8,51.5,0.707106781186548
"Back",2018-02-01,9,47,1.4142135623731
"Back",2018-02-01,10,45,1.4142135623731
"Back",2018-02-01,11,48,12.7279220613579
"Back",2018-02-01,12,43.5,0.707106781186548
"Back",2018-02-01,13,39,8.48528137423857
"Back",2018-02-01,14,27,14.142135623731
"Back",2018-02-01,15,17.5,4.94974746830583
"Back",2018-02-01,16,21,2.82842712474619
"Back",2018-02-01,17,21.5,3.53553390593274
"Back",2018-02-01,18,28,2.82842712474619
"Back",2018-02-01,19,36,5.65685424949238
"Back",2018-02-01,20,36,1.4142135623731
"Back",2018-02-01,21,45.5,9.19238815542512
"Back",2018-02-01,22,50,4.24264068711928
"Back",2018-02-01,23,51.5,0.707106781186548
"Back",2018-02-02,0,47.5,2.12132034355964
"Back",2018-02-02,1,54,5.65685424949238
"Back",2018-02-02,2,56,7.07106781186548
"Back",2018-02-02,3,54.5,3.53553390593274
"Back",2018-02-02,4,50.5,2.12132034355964
"Back",2018-02-02,5,52.5,3.53553390593274
"Back",2018-02-02,6,53.5,3.53553390593274
"Back",2018-02-02,7,58,1.4142135623731
"Back",2018-02-02,8,60.5,3.53553390593274
"Back",2018-02-02,9,66.5,2.12132034355964
"Back",2018-02-02,10,63.5,6.36396103067893
"Back",2018-02-02,11,58,11.3137084989848
"Back",2018-02-02,12,60,12.7279220613579
"Back",2018-02-02,13,66.5,0.707106781186548
"Back",2018-02-02,14,55,9.89949493661167
"Back",2018-02-02,15,42.5,3.53553390593274
"Back",2018-02-02,16,39,8.48528137423857
"Back",2018-02-02,17,38,9.89949493661167
"Back",2018-02-02,18,39,4.24264068711928
"Back",2018-02-02,19,49.5,2.12132034355964
"Back",2018-02-02,20,56.5,2.12132034355964
"Back",2018-02-02,21,49.5,2.12132034355964
"Back",2018-02-02,22,38,11.3137084989848
"Back",2018-02-02,23,42,5.65685424949238
"Back",2018-02-03,0,55.5,0.707106781186548
"Back",2018-02-03,1,41,0
"Back",2018-02-03,2,31.5,2.12132034355964
"Back",2018-02-03,3,16,2.82842712474619
"Back",2018-02-03,4,10.5,2.12132034355964
"Back",2018-02-03,5,11,1.4142135623731
"Back",2018-02-03,6,13,0
"Back",2018-02-03,7,17,1.4142135623731
"Back",2018-02-03,8,22,1.4142135623731
"Back",2018-02-03,9,24.5,0.707106781186548
"Back",2018-02-03,10,19,0
"Back",2018-02-03,11,13.5,0.707106781186548
"Back",2018-02-03,12,13.5,0.707106781186548
"Back",2018-02-03,13,12.5,3.53553390593274
"Back",2018-02-03,14,12.5,2.12132034355964
"Back",2018-02-03,15,13,1.4142135623731
"Back",2018-02-03,16,13,2.82842712474619
"Back",2018-02-03,17,15.5,0.707106781186548
"Back",2018-02-03,18,18,1.4142135623731
"Back",2018-02-03,19,15,2.82842712474619
"Back",2018-02-03,20,13,0
"Back",2018-02-03,21,12.5,0.707106781186548
"Back",2018-02-03,22,13,0
"Back",2018-02-03,23,15,0
"Back",2018-02-04,0,18,1.4142135623731
"Back",2018-02-04,1,19,0
"Back",2018-02-04,2,17,0
"Back",2018-02-04,3,13,0
"Back",2018-02-04,4,9,2.82842712474619
"Back",2018-02-04,5,10.5,2.12132034355964
"Back",2018-02-04,6,13,1.4142135623731
"Back",2018-02-04,7,13.5,2.12132034355964
"Back",2018-02-04,8,17,2.82842712474619
"Back",2018-02-04,9,15,2.82842712474619
"Back",2018-02-04,10,12.5,0.707106781186548
"Back",2018-02-04,11,9.5,0.707106781186548
"Back",2018-02-04,12,12,1.4142135623731
"Back",2018-02-04,13,11.5,0.707106781186548
"Back",2018-02-04,14,11.5,0.707106781186548
"Back",2018-02-04,15,11.5,0.707106781186548
"Back",2018-02-04,16,11,1.4142135623731
"Back",2018-02-04,17,10.5,0.707106781186548
"Back",2018-02-04,18,13.5,2.12132034355964
"Back",2018-02-04,19,14,1.4142135623731
"Back",2018-02-04,20,13.5,0.707106781186548
"Back",2018-02-04,21,14.5,2.12132034355964
"Back",2018-02-04,22,12.5,2.12132034355964
"Back",2018-02-04,23,13.5,0.707106781186548
"Back",2018-02-05,0,16.5,0.707106781186548
"Back",2018-02-05,1,19.5,0.707106781186548
"Back",2018-02-05,2,19.5,2.12132034355964
"Back",2018-02-05,3,16.5,2.12132034355964
"Back",2018-02-05,4,13,2.82842712474619
"Back",2018-02-05,5,14,2.82842712474619
"Back",2018-02-05,6,19,0
"Back",2018-02-05,7,26.5,0.707106781186548
"Back",2018-02-05,8,34.5,0.707106781186548
"Back",2018-02-05,9,34,4.24264068711928
"Back",2018-02-05,10,25,0
"Back",2018-02-05,11,17,4.24264068711928
"Back",2018-02-05,12,14.5,3.53553390593274
"Back",2018-02-05,13,12,0
"Back",2018-02-05,14,11,2.82842712474619
"Back",2018-02-05,15,11.5,3.53553390593274
"Back",2018-02-05,16,15,1.4142135623731
"Back",2018-02-05,17,17,1.4142135623731
"Back",2018-02-05,18,17.5,0.707106781186548
"Back",2018-02-05,19,19.5,2.12132034355964
"Back",2018-02-05,20,18.5,0.707106781186548
"Back",2018-02-05,21,16,1.4142135623731
"Back",2018-02-05,22,16.5,0.707106781186548
"Back",2018-02-05,23,19.5,0.707106781186548
"Back",2018-02-06,0,23.5,0.707106781186548
"Back",2018-02-06,1,19.5,0.707106781186548
"Back",2018-02-06,2,11,1.4142135623731
"Back",2018-02-06,3,9.5,0.707106781186548
"Back",2018-02-06,4,10,1.4142135623731
"Back",2018-02-06,5,12,0
"Back",2018-02-06,6,15,2.82842712474619
"Back",2018-02-06,7,22,4.24264068711928
"Back",2018-02-06,8,26.5,3.53553390593274
"Back",2018-02-06,9,26,5.65685424949238
"Back",2018-02-06,10,18,4.24264068711928
"Back",2018-02-06,11,16,2.82842712474619
"Back",2018-02-06,12,16.5,0.707106781186548
"Back",2018-02-06,13,12.5,2.12132034355964
"Back",2018-02-06,14,12.5,2.12132034355964
"Back",2018-02-06,15,13.5,2.12132034355964
"Back",2018-02-06,16,15.5,2.12132034355964
"Back",2018-02-06,17,17.5,2.12132034355964
"Back",2018-02-06,18,23,1.4142135623731
"Back",2018-02-06,19,23,4.24264068711928
"Back",2018-02-06,20,19,2.82842712474619
"Back",2018-02-06,21,16,4.24264068711928
"Back",2018-02-06,22,18.5,0.707106781186548
"Back",2018-02-06,23,16.5,3.53553390593274
"Back",2018-02-07,0,24.5,13.4350288425444
"Back",2018-02-07,1,17.5,3.53553390593274
"Back",2018-02-07,2,16,0
"Back",2018-02-07,3,13,0
"Back",2018-02-07,4,16,4.24264068711928
"Back",2018-02-07,5,20.5,4.94974746830583
"Back",2018-02-07,6,34.5,3.53553390593274
"Back",2018-02-07,7,47,0
"Back",2018-02-07,8,51.5,3.53553390593274
"Back",2018-02-07,9,54.5,3.53553390593274
"Back",2018-02-07,10,57,2.82842712474619
"Back",2018-02-07,11,54.5,9.19238815542512
"Back",2018-02-07,12,29.5,4.94974746830583
"Back",2018-02-07,13,27,1.4142135623731
"Back",2018-02-07,14,27.5,2.12132034355964
"Back",2018-02-07,15,25.5,0.707106781186548
"Back",2018-02-07,16,28,0
"Back",2018-02-07,17,32,2.82842712474619
"Back",2018-02-07,18,40,1.4142135623731
"Back",2018-02-07,19,46.5,0.707106781186548
"Back",2018-02-07,20,46,0
"Back",2018-02-07,21,48,7.07106781186548
"Back",2018-02-07,22,52.5,2.12132034355964
"Back",2018-02-07,23,52.5,0.707106781186548
"Back",2018-02-08,0,36,9.89949493661167
"Back",2018-02-08,1,40.5,10.6066017177982
"Back",2018-02-08,2,47,8.48528137423857
"Back",2018-02-08,3,49,2.82842712474619
"Back",2018-02-08,4,50,1.4142135623731
"Back",2018-02-08,5,54.5,4.94974746830583
"Back",2018-02-08,6,54,8.48528137423857
"Back",2018-02-08,7,59.5,0.707106781186548
"Back",2018-02-08,8,59.5,3.53553390593274
"Back",2018-02-08,9,64.5,4.94974746830583
"Back",2018-02-08,10,61,4.24264068711928
"Back",2018-02-08,11,61.5,0.707106781186548
"Back",2018-02-08,12,60,5.65685424949238
"Back",2018-02-08,13,54.5,3.53553390593274
"Back",2018-02-08,14,47.5,2.12132034355964
"Back",2018-02-08,15,38.5,0.707106781186548
"Back",2018-02-08,16,49,5.65685424949238
"Back",2018-02-08,17,51.5,2.12132034355964
"Back",2018-02-08,18,50.5,6.36396103067893
"Back",2018-02-08,19,52,5.65685424949238
"Back",2018-02-08,20,63,1.4142135623731
"Back",2018-02-08,21,64,1.4142135623731
"Back",2018-02-08,22,68.5,2.12132034355964
"Back",2018-02-08,23,77.5,4.94974746830583
"Back",2018-02-09,0,75,4.24264068711928
"Back",2018-02-09,1,74,9.89949493661167
"Back",2018-02-09,2,78.5,6.36396103067893
"Back",2018-02-09,3,73.5,6.36396103067893
"Back",2018-02-09,4,68.5,2.12132034355964
"Back",2018-02-09,5,63,1.4142135623731
"Back",2018-02-09,6,61.5,3.53553390593274
"Back",2018-02-09,7,66.5,2.12132034355964
"Back",2018-02-09,8,64,5.65685424949238
"Back",2018-02-09,9,70,5.65685424949238
"Back",2018-02-09,10,67,1.4142135623731
"Back",2018-02-09,11,66.5,2.12132034355964
"Back",2018-02-09,12,64,0
"Back",2018-02-09,13,69.5,0.707106781186548
"Back",2018-02-09,14,70,0
"Back",2018-02-09,15,74,0
"Back",2018-02-09,16,74,1.4142135623731
"Back",2018-02-09,17,56.5,7.77817459305202
"Back",2018-02-09,18,45.5,2.12132034355964
"Back",2018-02-09,19,58,2.82842712474619
"Back",2018-02-09,20,59.5,2.12132034355964
"Back",2018-02-09,21,65.5,2.12132034355964
"Back",2018-02-09,22,63.5,0.707106781186548
"Back",2018-02-09,23,64,1.4142135623731
"Back",2018-02-10,0,61,2.82842712474619
"Back",2018-02-10,1,67.5,2.12132034355964
"Back",2018-02-10,2,58,4.24264068711928
"Back",2018-02-10,3,46,5.65685424949238
"Back",2018-02-10,4,40,2.82842712474619
"Back",2018-02-10,5,38.5,2.12132034355964
"Back",2018-02-10,6,40,2.82842712474619
"Back",2018-02-10,7,47,2.82842712474619
"Back",2018-02-10,8,54.5,0.707106781186548
"Back",2018-02-10,9,56,2.82842712474619
"Back",2018-02-10,10,37,1.4142135623731
"Back",2018-02-10,11,35,1.4142135623731
"Back",2018-02-10,12,27.5,0.707106781186548
"Back",2018-02-10,13,19.5,2.12132034355964
"Back",2018-02-10,14,17,2.82842712474619
"Back",2018-02-10,15,16,4.24264068711928
"Back",2018-02-10,16,16.5,4.94974746830583
"Back",2018-02-10,17,15,1.4142135623731
"Back",2018-02-10,18,15,1.4142135623731
"Back",2018-02-10,19,14,1.4142135623731
"Back",2018-02-10,20,13,1.4142135623731
"Back",2018-02-10,21,11.5,0.707106781186548
"Back",2018-02-10,22,13.5,0.707106781186548
"Back",2018-02-10,23,16,1.4142135623731
"Back",2018-02-11,0,19.5,0.707106781186548
"Back",2018-02-11,1,20,1.4142135623731
"Back",2018-02-11,2,18.5,0.707106781186548
"Back",2018-02-11,3,16,0
"Back",2018-02-11,4,14,0
"Back",2018-02-11,5,12,1.4142135623731
"Back",2018-02-11,6,11.5,0.707106781186548
"Back",2018-02-11,7,14,2.82842712474619
"Back",2018-02-11,8,19.5,0.707106781186548
"Back",2018-02-11,9,20.5,0.707106781186548
"Back",2018-02-11,10,18.5,2.12132034355964
"Back",2018-02-11,11,16,0
"Back",2018-02-11,12,13.5,0.707106781186548
"Back",2018-02-11,13,12,0
"Back",2018-02-11,14,11.5,0.707106781186548
"Back",2018-02-11,15,13,1.4142135623731
"Back",2018-02-11,16,14.5,0.707106781186548
"Back",2018-02-11,17,15,1.4142135623731
"Back",2018-02-11,18,22,0
"Back",2018-02-11,19,25.5,2.12132034355964
"Back",2018-02-11,20,25.5,0.707106781186548
"Back",2018-02-11,21,26,0
"Back",2018-02-11,22,23,1.4142135623731
"Back",2018-02-11,23,13,0
"Back",2018-02-12,0,11.5,0.707106781186548
"Back",2018-02-12,1,11,0
"Back",2018-02-12,2,10.5,0.707106781186548
"Back",2018-02-12,3,10,1.4142135623731
"Back",2018-02-12,4,9,0
"Back",2018-02-12,5,12.5,0.707106781186548
"Back",2018-02-12,6,23,1.4142135623731
"Back",2018-02-12,7,33,5.65685424949238
"Back",2018-02-12,8,37.5,3.53553390593274
"Back",2018-02-12,9,33.5,3.53553390593274
"Back",2018-02-12,10,21.5,3.53553390593274
"Back",2018-02-12,11,19.5,2.12132034355964
"Back",2018-02-12,12,23,4.24264068711928
"Back",2018-02-12,13,18,4.24264068711928
"Back",2018-02-12,14,19.5,3.53553390593274
"Back",2018-02-12,15,20,2.82842712474619
"Back",2018-02-12,16,19,4.24264068711928
"Back",2018-02-12,17,19,4.24264068711928
"Back",2018-02-12,18,22,4.24264068711928
"Back",2018-02-12,19,29,4.24264068711928
"Back",2018-02-12,20,43.5,0.707106781186548
"Back",2018-02-12,21,33,7.07106781186548
"Back",2018-02-12,22,20,0
"Back",2018-02-12,23,20.5,0.707106781186548
"Back",2018-02-13,0,23.5,0.707106781186548
"Back",2018-02-13,1,20,1.4142135623731
"Back",2018-02-13,2,24.5,0.707106781186548
"Back",2018-02-13,3,29.5,4.94974746830583
"Back",2018-02-13,4,30,7.07106781186548
"Back",2018-02-13,5,31,0
"Back",2018-02-13,6,35,2.82842712474619
"Back",2018-02-13,7,45,1.4142135623731
"Back",2018-02-13,8,50,1.4142135623731
"Back",2018-02-13,9,52,1.4142135623731
"Back",2018-02-13,10,44.5,3.53553390593274
"Back",2018-02-13,11,41.5,0.707106781186548
"Back",2018-02-13,12,39,4.24264068711928
"Back",2018-02-13,13,30.5,3.53553390593274
"Back",2018-02-13,14,24,0
"Back",2018-02-13,15,21,0
"Back",2018-02-13,16,22.5,0.707106781186548
"Back",2018-02-13,17,24.5,0.707106781186548
"Back",2018-02-13,18,29.5,3.53553390593274
"Back",2018-02-13,19,35,5.65685424949238
"Back",2018-02-13,20,37.5,0.707106781186548
"Back",2018-02-13,21,38,0
"Back",2018-02-13,22,33,1.4142135623731
"Back",2018-02-13,23,27.5,0.707106781186548
"Back",2018-02-14,0,37,1.4142135623731
"Back",2018-02-14,1,43,2.82842712474619
"Back",2018-02-14,2,33.5,2.12132034355964
"Back",2018-02-14,3,26,2.82842712474619
"Back",2018-02-14,4,24.5,4.94974746830583
"Back",2018-02-14,5,31.5,16.2634559672906
"Back",2018-02-14,6,38.5,7.77817459305202
"Back",2018-02-14,7,48,1.4142135623731
"Back",2018-02-14,8,57,0
"Back",2018-02-14,9,51,4.24264068711928
"Back",2018-02-14,10,46.5,4.94974746830583
"Back",2018-02-14,11,40.5,4.94974746830583
"Back",2018-02-14,12,35.5,2.12132034355964
"Back",2018-02-14,13,32,1.4142135623731
"Back",2018-02-14,14,29,1.4142135623731
"Back",2018-02-14,15,31,0
"Back",2018-02-14,16,28.5,0.707106781186548
"Back",2018-02-14,17,32.5,0.707106781186548
"Back",2018-02-14,18,35.5,3.53553390593274
"Back",2018-02-14,19,42.5,2.12132034355964
"Back",2018-02-14,20,39,1.4142135623731
"Back",2018-02-14,21,28.5,0.707106781186548
"Back",2018-02-14,22,17,1.4142135623731
"Back",2018-02-14,23,16.5,0.707106781186548
"Back",2018-02-15,0,15,0
"Back",2018-02-15,1,13,0
"Back",2018-02-15,2,12,0
"Back",2018-02-15,3,10,0
"Back",2018-02-15,4,8.5,0.707106781186548
"Back",2018-02-15,5,9.5,2.12132034355964
"Back",2018-02-15,6,10.5,2.12132034355964
"Back",2018-02-15,7,22,4.24264068711928
"Back",2018-02-15,8,21,2.82842712474619
"Back",2018-02-15,9,17.5,3.53553390593274
"Back",2018-02-15,10,14.5,0.707106781186548
"Back",2018-02-15,11,14,2.82842712474619
"Back",2018-02-15,12,11,2.82842712474619
"Back",2018-02-15,13,10.5,2.12132034355964
"Back",2018-02-15,14,8,1.4142135623731
"Back",2018-02-15,15,9.5,0.707106781186548
"Back",2018-02-15,16,11,0
"Back",2018-02-15,17,9.5,0.707106781186548
"Back",2018-02-15,18,12,1.4142135623731
"Back",2018-02-15,19,15.5,0.707106781186548
"Back",2018-02-15,20,23.5,0.707106781186548
"Back",2018-02-15,21,35.5,2.12132034355964
"Back",2018-02-15,22,35,1.4142135623731
"Back",2018-02-15,23,22,5.65685424949238
"Back",2018-02-16,0,27,1.4142135623731
"Back",2018-02-16,1,27,4.24264068711928
"Back",2018-02-16,2,28,1.4142135623731
"Back",2018-02-16,3,33,0
"Back",2018-02-16,4,33,8.48528137423857
"Back",2018-02-16,5,35.5,3.53553390593274
"Back",2018-02-16,6,36,4.24264068711928
"Back",2018-02-16,7,34,0
"Back",2018-02-16,8,40,4.24264068711928
"Back",2018-02-16,9,41.5,0.707106781186548
"Back",2018-02-16,10,39,2.82842712474619
"Back",2018-02-16,11,37,4.24264068711928
"Back",2018-02-16,12,25.5,2.12132034355964
"Back",2018-02-16,13,22,1.4142135623731
"Back",2018-02-16,14,19.5,0.707106781186548
"Back",2018-02-16,15,19,1.4142135623731
"Back",2018-02-16,16,13.5,0.707106781186548
"Back",2018-02-16,17,13,1.4142135623731
"Back",2018-02-16,18,17.5,0.707106781186548
"Back",2018-02-16,19,26.5,0.707106781186548
"Back",2018-02-16,20,33,1.4142135623731
"Back",2018-02-16,21,40,2.82842712474619
"Back",2018-02-16,22,34,2.82842712474619
"Back",2018-02-16,23,15.5,0.707106781186548
"Back",2018-02-17,0,13.5,0.707106781186548
"Back",2018-02-17,1,11,0
"Back",2018-02-17,2,8.5,0.707106781186548
"Back",2018-02-17,3,8,0
"Back",2018-02-17,4,7.5,0.707106781186548
"Back",2018-02-17,5,9.5,0.707106781186548
"Back",2018-02-17,6,10,1.4142135623731
"Back",2018-02-17,7,11.5,0.707106781186548
"Back",2018-02-17,8,13,0
"Back",2018-02-17,9,10,0
"Back",2018-02-17,10,8,0
"Back",2018-02-17,11,7,0
"Back",2018-02-17,12,6.5,0.707106781186548
"Back",2018-02-17,13,6,0
"Back",2018-02-17,14,5.5,0.707106781186548
"Back",2018-02-17,15,7,0
"Back",2018-02-17,16,7.5,0.707106781186548
"Back",2018-02-17,17,8.5,0.707106781186548
"Back",2018-02-17,18,10.5,0.707106781186548
"Back",2018-02-17,19,18.5,0.707106781186548
"Back",2018-02-17,20,29.5,0.707106781186548
"Back",2018-02-17,21,39,1.4142135623731
"Back",2018-02-17,22,33.5,2.12132034355964
"Back",2018-02-17,23,24.5,0.707106781186548
"Back",2018-02-18,0,20,0
"Back",2018-02-18,1,18.5,3.53553390593274
"Back",2018-02-18,2,15.5,3.53553390593274
"Back",2018-02-18,3,14.5,2.12132034355964
"Back",2018-02-18,4,11.5,0.707106781186548
"Back",2018-02-18,5,14,1.4142135623731
"Back",2018-02-18,6,18.5,0.707106781186548
"Back",2018-02-18,7,28.5,2.12132034355964
"Back",2018-02-18,8,39,4.24264068711928
"Back",2018-02-18,9,35.5,3.53553390593274
"Back",2018-02-18,10,32,7.07106781186548
"Back",2018-02-18,11,32,4.24264068711928
"Back",2018-02-18,12,24.5,3.53553390593274
"Back",2018-02-18,13,23.5,3.53553390593274
"Back",2018-02-18,14,29,8.48528137423857
"Back",2018-02-18,15,35.5,3.53553390593274
"Back",2018-02-18,16,31.5,7.77817459305202
"Back",2018-02-18,17,24,0
"Back",2018-02-18,18,26.5,3.53553390593274
"Back",2018-02-18,19,33,2.82842712474619
"Back",2018-02-18,20,39.5,0.707106781186548
"Back",2018-02-18,21,43.5,3.53553390593274
"Back",2018-02-18,22,27,5.65685424949238
"Back",2018-02-18,23,38,2.82842712474619
"Back",2018-02-19,0,32.5,9.19238815542512
"Back",2018-02-19,1,48,1.4142135623731
"Back",2018-02-19,2,51,2.82842712474619
"Back",2018-02-19,3,50.5,0.707106781186548
"Back",2018-02-19,4,50,7.07106781186548
"Back",2018-02-19,5,54.5,3.53553390593274
"Back",2018-02-19,6,56,4.24264068711928
"Back",2018-02-19,7,60.5,7.77817459305202
"Back",2018-02-19,8,66,7.07106781186548
"Back",2018-02-19,9,69.5,9.19238815542512
"Back",2018-02-19,10,60.5,7.77817459305202
"Back",2018-02-19,11,38,9.89949493661167
"Back",2018-02-19,12,33.5,14.8492424049175
"Back",2018-02-19,13,32.5,7.77817459305202
"Back",2018-02-19,14,31.5,4.94974746830583
"Back",2018-02-19,15,35,4.24264068711928
