"type","date","hour","no2_mean","no2_sd"
"Back",2018-02-19,16,31.5,2.12132034355964
"Back",2018-02-19,17,37,2.82842712474619
"Back",2018-02-19,18,38.5,2.12132034355964
"Back",2018-02-19,19,46,2.82842712474619
"Back",2018-02-19,20,44,1.4142135623731
"Back",2018-02-19,21,41,4.24264068711928
"Back",2018-02-19,22,49.5,2.12132034355964
"Back",2018-02-19,23,54.5,2.12132034355964
"Back",2018-02-20,0,56.5,3.53553390593274
"Back",2018-02-20,1,55.5,0.707106781186548
"Back",2018-02-20,2,54.5,0.707106781186548
"Back",2018-02-20,3,53,4.24264068711928
"Back",2018-02-20,4,37.5,13.4350288425444
"Back",2018-02-20,5,48,7.07106781186548
"Back",2018-02-20,6,52.5,6.36396103067893
"Back",2018-02-20,7,54,0
"Back",2018-02-20,8,54,0
"Back",2018-02-20,9,54,1.4142135623731
"Back",2018-02-20,10,49,1.4142135623731
"Back",2018-02-20,11,31,4.24264068711928
"Back",2018-02-20,12,23.5,0.707106781186548
"Back",2018-02-20,13,14,2.82842712474619
"Back",2018-02-20,14,15,4.24264068711928
"Back",2018-02-20,15,14.5,4.94974746830583
"Back",2018-02-20,16,15.5,6.36396103067893
"Back",2018-02-20,17,15.5,6.36396103067893
"Back",2018-02-20,18,18.5,4.94974746830583
"Back",2018-02-20,19,22,2.82842712474619
"Back",2018-02-20,20,24.5,0.707106781186548
"Back",2018-02-20,21,22.5,0.707106781186548
"Back",2018-02-20,22,23.5,0.707106781186548
"Back",2018-02-20,23,19.5,2.12132034355964
"Back",2018-02-21,0,14,1.4142135623731
"Back",2018-02-21,1,11,1.4142135623731
"Back",2018-02-21,2,11.5,0.707106781186548
"Back",2018-02-21,3,9.5,2.12132034355964
"Back",2018-02-21,4,8.5,0.707106781186548
"Back",2018-02-21,5,9,1.4142135623731
"Back",2018-02-21,6,16.5,0.707106781186548
"Back",2018-02-21,7,27.5,2.12132034355964
"Back",2018-02-21,8,33.5,7.77817459305202
"Back",2018-02-21,9,37,1.4142135623731
"Back",2018-02-21,10,29,4.24264068711928
"Back",2018-02-21,11,31,7.07106781186548
"Back",2018-02-21,12,25,0
"Back",2018-02-21,13,19,4.24264068711928
"Back",2018-02-21,14,11,2.82842712474619
"Back",2018-02-21,15,10.5,3.53553390593274
"Back",2018-02-21,16,12.5,3.53553390593274
"Back",2018-02-21,17,13.5,4.94974746830583
"Back",2018-02-21,18,14.5,2.12132034355964
"Back",2018-02-21,19,28,2.82842712474619
"Back",2018-02-21,20,36,2.82842712474619
"Back",2018-02-21,21,34,1.4142135623731
"Back",2018-02-21,22,33.5,4.94974746830583
"Back",2018-02-21,23,40,2.82842712474619
"Back",2018-02-22,0,46.5,0.707106781186548
"Back",2018-02-22,1,42.5,2.12132034355964
"Back",2018-02-22,2,29,2.82842712474619
"Back",2018-02-22,3,33.5,0.707106781186548
"Back",2018-02-22,4,44,0
"Back",2018-02-22,5,37.5,2.12132034355964
"Back",2018-02-22,6,45,2.82842712474619
"Back",2018-02-22,7,53,1.4142135623731
"Back",2018-02-22,8,56,4.24264068711928
"Back",2018-02-22,9,57,0
"Back",2018-02-22,10,55.5,2.12132034355964
"Back",2018-02-22,11,49.5,2.12132034355964
"Back",2018-02-22,12,46,2.82842712474619
"Back",2018-02-22,13,38,1.4142135623731
"Back",2018-02-22,14,30,2.82842712474619
"Back",2018-02-22,15,29.5,3.53553390593274
"Back",2018-02-22,16,26,2.82842712474619
"Back",2018-02-22,17,27,1.4142135623731
"Back",2018-02-22,18,28.5,2.12132034355964
"Back",2018-02-22,19,30,2.82842712474619
"Back",2018-02-22,20,35,1.4142135623731
"Back",2018-02-22,21,37,9.89949493661167
"Back",2018-02-22,22,36,12.7279220613579
"Back",2018-02-22,23,39.5,12.0208152801713
"Back",2018-02-23,0,36,5.65685424949238
"Back",2018-02-23,1,28,4.24264068711928
"Back",2018-02-23,2,29,1.4142135623731
"Back",2018-02-23,3,36,1.4142135623731
"Back",2018-02-23,4,28.5,2.12132034355964
"Back",2018-02-23,5,17.5,0.707106781186548
"Back",2018-02-23,6,25.5,2.12132034355964
"Back",2018-02-23,7,43,1.4142135623731
"Back",2018-02-23,8,53,1.4142135623731
"Back",2018-02-23,9,63,7.07106781186548
"Back",2018-02-23,10,67.5,9.19238815542512
"Back",2018-02-23,11,58,1.4142135623731
"Back",2018-02-23,12,52,1.4142135623731
"Back",2018-02-23,13,49,1.4142135623731
"Back",2018-02-23,14,53,11.3137084989848
"Back",2018-02-23,15,45,8.48528137423857
"Back",2018-02-23,16,41.5,2.12132034355964
"Back",2018-02-23,17,39,8.48528137423857
"Back",2018-02-23,18,33,0
"Back",2018-02-23,19,32.5,2.12132034355964
"Back",2018-02-23,20,34,1.4142135623731
"Back",2018-02-23,21,34.5,2.12132034355964
"Back",2018-02-23,22,32.5,2.12132034355964
"Back",2018-02-23,23,35.5,0.707106781186548
"Back",2018-02-24,0,21.5,2.12132034355964
"Back",2018-02-24,1,21,0
"Back",2018-02-24,2,23,2.82842712474619
"Back",2018-02-24,3,19.5,2.12132034355964
"Back",2018-02-24,4,14.5,0.707106781186548
"Back",2018-02-24,5,18,1.4142135623731
"Back",2018-02-24,6,23,1.4142135623731
"Back",2018-02-24,7,35.5,3.53553390593274
"Back",2018-02-24,8,45,1.4142135623731
"Back",2018-02-24,9,36,1.4142135623731
"Back",2018-02-24,10,28.5,0.707106781186548
"Back",2018-02-24,11,32.5,0.707106781186548
"Back",2018-02-24,12,30.5,0.707106781186548
"Back",2018-02-24,13,30.5,7.77817459305202
"Back",2018-02-24,14,22.5,4.94974746830583
"Back",2018-02-24,15,22.5,3.53553390593274
"Back",2018-02-24,16,26.5,6.36396103067893
"Back",2018-02-24,17,24.5,6.36396103067893
"Back",2018-02-24,18,26.5,4.94974746830583
"Back",2018-02-24,19,29,2.82842712474619
"Back",2018-02-24,20,30.5,0.707106781186548
"Back",2018-02-24,21,20.5,2.12132034355964
"Back",2018-02-24,22,22.5,0.707106781186548
"Back",2018-02-24,23,42,8.48528137423857
"Back",2018-02-25,0,55.5,3.53553390593274
"Back",2018-02-25,1,53.5,3.53553390593274
"Back",2018-02-25,2,50.5,4.94974746830583
"Back",2018-02-25,3,47,0
"Back",2018-02-25,4,36,1.4142135623731
"Back",2018-02-25,5,35.5,3.53553390593274
"Back",2018-02-25,6,39.5,3.53553390593274
"Back",2018-02-25,7,39,4.24264068711928
"Back",2018-02-25,8,44,1.4142135623731
"Back",2018-02-25,9,45,1.4142135623731
"Back",2018-02-25,10,40,2.82842712474619
"Back",2018-02-25,11,42.5,3.53553390593274
"Back",2018-02-25,12,39,1.4142135623731
"Back",2018-02-25,13,33,1.4142135623731
"Back",2018-02-25,14,21,1.4142135623731
"Back",2018-02-25,15,16.5,2.12132034355964
"Back",2018-02-25,16,15,2.82842712474619
"Back",2018-02-25,17,14.5,2.12132034355964
"Back",2018-02-25,18,17,2.82842712474619
"Back",2018-02-25,19,25.5,2.12132034355964
"Back",2018-02-25,20,40,1.4142135623731
"Back",2018-02-25,21,30.5,0.707106781186548
"Back",2018-02-25,22,32.5,3.53553390593274
"Back",2018-02-25,23,27,1.4142135623731
"Back",2018-02-26,0,27,4.24264068711928
"Back",2018-02-26,1,43.5,0.707106781186548
"Back",2018-02-26,2,49,5.65685424949238
"Back",2018-02-26,3,53,5.65685424949238
"Back",2018-02-26,4,52,0
"Back",2018-02-26,5,45.5,4.94974746830583
"Back",2018-02-26,6,55.5,4.94974746830583
"Back",2018-02-26,7,56.5,0.707106781186548
"Back",2018-02-26,8,60.5,0.707106781186548
"Back",2018-02-26,9,60.5,0.707106781186548
"Back",2018-02-26,10,61,0
"Back",2018-02-26,11,60,0
"Back",2018-02-26,12,51,2.82842712474619
"Back",2018-02-26,13,50.5,6.36396103067893
"Back",2018-02-26,14,47,5.65685424949238
"Back",2018-02-26,15,55.5,2.12132034355964
"Back",2018-02-26,16,62,1.4142135623731
"Back",2018-02-26,17,64.5,6.36396103067893
"Back",2018-02-26,18,58,4.24264068711928
"Back",2018-02-26,19,63,5.65685424949238
"Back",2018-02-26,20,88,1.4142135623731
"Back",2018-02-26,21,84,4.24264068711928
"Back",2018-02-26,22,84.5,2.12132034355964
"Back",2018-02-26,23,84.5,2.12132034355964
"Back",2018-02-27,0,87.5,6.36396103067893
"Back",2018-02-27,1,86.5,0.707106781186548
"Back",2018-02-27,2,86.5,0.707106781186548
"Back",2018-02-27,3,80.5,0.707106781186548
"Back",2018-02-27,4,78.5,9.19238815542512
"Back",2018-02-27,5,77,4.24264068711928
"Back",2018-02-27,6,80,4.24264068711928
"Back",2018-02-27,7,84.5,3.53553390593274
"Back",2018-02-27,8,89,1.4142135623731
"Back",2018-02-27,9,89,1.4142135623731
"Back",2018-02-27,10,92,2.82842712474619
"Back",2018-02-27,11,90.5,3.53553390593274
"Back",2018-02-27,12,83.5,4.94974746830583
"Back",2018-02-27,13,78,2.82842712474619
"Back",2018-02-27,14,77,5.65685424949238
"Back",2018-02-27,15,72,7.07106781186548
"Back",2018-02-27,16,66,0
"Back",2018-02-27,17,66,1.4142135623731
"Back",2018-02-27,18,71.5,3.53553390593274
"Back",2018-02-27,19,79.5,3.53553390593274
"Back",2018-02-27,20,76.5,2.12132034355964
"Back",2018-02-27,21,79,1.4142135623731
"Back",2018-02-27,22,73,1.4142135623731
"Back",2018-02-27,23,66,1.4142135623731
"Back",2018-02-28,0,63.5,3.53553390593274
"Back",2018-02-28,1,66,2.82842712474619
"Back",2018-02-28,2,72.5,4.94974746830583
"Back",2018-02-28,3,65,7.07106781186548
"Back",2018-02-28,4,56,7.07106781186548
"Back",2018-02-28,5,58.5,3.53553390593274
"Back",2018-02-28,6,55.5,2.12132034355964
"Back",2018-02-28,7,55,1.4142135623731
"Back",2018-02-28,8,57.5,0.707106781186548
"Back",2018-02-28,9,63,1.4142135623731
"Back",2018-02-28,10,57.5,2.12132034355964
"Back",2018-02-28,11,60,1.4142135623731
"Back",2018-02-28,12,57,1.4142135623731
"Back",2018-02-28,13,45.5,2.12132034355964
"Back",2018-02-28,14,46,2.82842712474619
"Back",2018-02-28,15,37,7.07106781186548
"Back",2018-02-28,16,38,1.4142135623731
"Back",2018-02-28,17,41.5,0.707106781186548
"Back",2018-02-28,18,45,2.82842712474619
"Back",2018-02-28,19,45,2.82842712474619
"Back",2018-02-28,20,39.5,0.707106781186548
"Back",2018-02-28,21,29.5,0.707106781186548
"Back",2018-02-28,22,36,4.24264068711928
"Back",2018-02-28,23,32,0
"Back",2018-03-01,0,31,1.4142135623731
"Back",2018-03-01,1,29.5,0.707106781186548
"Back",2018-03-01,2,40.5,6.36396103067893
"Back",2018-03-01,3,26.5,3.53553390593274
"Back",2018-03-01,4,20,2.82842712474619
"Back",2018-03-01,5,23.5,0.707106781186548
"Back",2018-03-01,6,21.5,0.707106781186548
"Back",2018-03-01,7,19.5,2.12132034355964
"Back",2018-03-01,8,19,2.82842712474619
"Back",2018-03-01,9,23,1.4142135623731
"Back",2018-03-01,10,16.5,0.707106781186548
"Back",2018-03-01,11,15,1.4142135623731
"Back",2018-03-01,12,15,1.4142135623731
"Back",2018-03-01,13,13,1.4142135623731
"Back",2018-03-01,14,12.5,2.12132034355964
"Back",2018-03-01,15,12.5,0.707106781186548
"Back",2018-03-01,16,13,2.82842712474619
"Back",2018-03-01,17,12.5,2.12132034355964
"Back",2018-03-01,18,15,1.4142135623731
"Back",2018-03-01,19,16.5,3.53553390593274
"Back",2018-03-01,20,16.5,2.12132034355964
"Back",2018-03-01,21,14,1.4142135623731
"Back",2018-03-01,22,12.5,0.707106781186548
"Back",2018-03-01,23,12.5,0.707106781186548
"Back",2018-03-02,0,11,0
"Back",2018-03-02,1,10,1.4142135623731
"Back",2018-03-02,2,8.5,0.707106781186548
"Back",2018-03-02,3,9,1.4142135623731
"Back",2018-03-02,4,9,1.4142135623731
"Back",2018-03-02,5,10,1.4142135623731
"Back",2018-03-02,6,14.5,2.12132034355964
"Back",2018-03-02,7,25.5,3.53553390593274
"Back",2018-03-02,8,34.5,3.53553390593274
"Back",2018-03-02,9,44,8.48528137423857
"Back",2018-03-02,10,44.5,6.36396103067893
"Back",2018-03-02,11,45,1.4142135623731
"Back",2018-03-02,12,41.5,2.12132034355964
"Back",2018-03-02,13,38.5,3.53553390593274
"Back",2018-03-02,14,42.5,2.12132034355964
"Back",2018-03-02,15,42.5,0.707106781186548
"Back",2018-03-02,16,42,1.4142135623731
"Back",2018-03-02,17,46,4.24264068711928
"Back",2018-03-02,18,51.5,3.53553390593274
"Back",2018-03-02,19,58,2.82842712474619
"Back",2018-03-02,20,59,4.24264068711928
"Back",2018-03-02,21,59,4.24264068711928
"Back",2018-03-02,22,60,4.24264068711928
"Back",2018-03-02,23,60.5,6.36396103067893
"Back",2018-03-03,0,65,5.65685424949238
"Back",2018-03-03,1,60,1.4142135623731
"Back",2018-03-03,2,58.5,3.53553390593274
"Back",2018-03-03,3,58.5,3.53553390593274
"Back",2018-03-03,4,57.5,2.12132034355964
"Back",2018-03-03,5,56,4.24264068711928
"Back",2018-03-03,6,58,2.82842712474619
"Back",2018-03-03,7,60,2.82842712474619
"Back",2018-03-03,8,58.5,3.53553390593274
"Back",2018-03-03,9,54,2.82842712474619
"Back",2018-03-03,10,51,1.4142135623731
"Back",2018-03-03,11,50.5,0.707106781186548
"Back",2018-03-03,12,44,2.82842712474619
"Back",2018-03-03,13,40.5,2.12132034355964
"Back",2018-03-03,14,41,2.82842712474619
"Back",2018-03-03,15,44,0
"Back",2018-03-03,16,42,2.82842712474619
"Back",2018-03-03,17,36.5,2.12132034355964
"Back",2018-03-03,18,37,0
"Back",2018-03-03,19,48,4.24264068711928
"Back",2018-03-03,20,51.5,3.53553390593274
"Back",2018-03-03,21,48.5,0.707106781186548
"Back",2018-03-03,22,42.5,0.707106781186548
"Back",2018-03-03,23,37.5,0.707106781186548
"Back",2018-03-04,0,33.5,0.707106781186548
"Back",2018-03-04,1,29.5,0.707106781186548
"Back",2018-03-04,2,41,1.4142135623731
"Back",2018-03-04,3,46,1.4142135623731
"Back",2018-03-04,4,51.5,7.77817459305202
"Back",2018-03-04,5,50,8.48528137423857
"Back",2018-03-04,6,39.5,9.19238815542512
"Back",2018-03-04,7,33,1.4142135623731
"Back",2018-03-04,8,35.5,3.53553390593274
"Back",2018-03-04,9,43,2.82842712474619
"Back",2018-03-04,10,43.5,0.707106781186548
"Back",2018-03-04,11,46,2.82842712474619
"Back",2018-03-04,12,46.5,0.707106781186548
"Back",2018-03-04,13,47.5,3.53553390593274
"Back",2018-03-04,14,45.5,2.12132034355964
"Back",2018-03-04,15,42,2.82842712474619
"Back",2018-03-04,16,34.5,4.94974746830583
"Back",2018-03-04,17,41.5,2.12132034355964
"Back",2018-03-04,18,36.5,0.707106781186548
"Back",2018-03-04,19,35,4.24264068711928
"Back",2018-03-04,20,35,0
"Back",2018-03-04,21,26,2.82842712474619
"Back",2018-03-04,22,21.5,2.12132034355964
"Back",2018-03-04,23,19,1.4142135623731
"Back",2018-03-05,0,15.5,0.707106781186548
"Back",2018-03-05,1,14.5,0.707106781186548
"Back",2018-03-05,2,12.5,0.707106781186548
"Back",2018-03-05,3,12,1.4142135623731
"Back",2018-03-05,4,11,0
"Back",2018-03-05,5,12,0
"Back",2018-03-05,6,16,1.4142135623731
"Back",2018-03-05,7,25.5,3.53553390593274
"Back",2018-03-05,8,39,4.24264068711928
"Back",2018-03-05,9,39,2.82842712474619
"Back",2018-03-05,10,34.5,4.94974746830583
"Back",2018-03-05,11,21.5,2.12132034355964
"Back",2018-03-05,12,19.5,2.12132034355964
"Back",2018-03-05,13,15,1.4142135623731
"Back",2018-03-05,14,13.5,2.12132034355964
"Back",2018-03-05,15,14,2.82842712474619
"Back",2018-03-05,16,16.5,0.707106781186548
"Back",2018-03-05,17,19.5,0.707106781186548
"Back",2018-03-05,18,26.5,3.53553390593274
"Back",2018-03-05,19,28.5,2.12132034355964
"Back",2018-03-05,20,30,0
"Back",2018-03-05,21,26.5,0.707106781186548
"Back",2018-03-05,22,23,0
"Back",2018-03-05,23,28.5,2.12132034355964
"Back",2018-03-06,0,22.5,3.53553390593274
"Back",2018-03-06,1,27,2.82842712474619
"Back",2018-03-06,2,35.5,4.94974746830583
"Back",2018-03-06,3,32.5,10.6066017177982
"Back",2018-03-06,4,32.5,12.0208152801713
"Back",2018-03-06,5,32.5,7.77817459305202
"Back",2018-03-06,6,37,1.4142135623731
"Back",2018-03-06,7,43.5,3.53553390593274
"Back",2018-03-06,8,46,2.82842712474619
"Back",2018-03-06,9,48,1.4142135623731
"Back",2018-03-06,10,44,0
"Back",2018-03-06,11,36.5,0.707106781186548
"Back",2018-03-06,12,24,4.24264068711928
"Back",2018-03-06,13,25,2.82842712474619
"Back",2018-03-06,14,23.5,2.12132034355964
"Back",2018-03-06,15,20.5,3.53553390593274
"Back",2018-03-06,16,20.5,3.53553390593274
"Back",2018-03-06,17,22,0
"Back",2018-03-06,18,25.5,0.707106781186548
"Back",2018-03-06,19,23.5,7.77817459305202
"Back",2018-03-06,20,23.5,9.19238815542512
"Back",2018-03-06,21,26,1.4142135623731
"Back",2018-03-06,22,28,2.82842712474619
"Back",2018-03-06,23,54,2.82842712474619
"Back",2018-03-07,0,50.5,0.707106781186548
"Back",2018-03-07,1,39.5,2.12132034355964
"Back",2018-03-07,2,34,4.24264068711928
"Back",2018-03-07,3,23,1.4142135623731
"Back",2018-03-07,4,16,1.4142135623731
"Back",2018-03-07,5,17.5,3.53553390593274
"Back",2018-03-07,6,20.5,2.12132034355964
"Back",2018-03-07,7,31.5,0.707106781186548
"Back",2018-03-07,8,42,1.4142135623731
"Back",2018-03-07,9,42,1.4142135623731
"Back",2018-03-07,10,40.5,0.707106781186548
"Back",2018-03-07,11,29,4.24264068711928
"Back",2018-03-07,12,25,4.24264068711928
"Back",2018-03-07,13,23,2.82842712474619
"Back",2018-03-07,14,24.5,3.53553390593274
"Back",2018-03-07,15,26.5,0.707106781186548
"Back",2018-03-07,16,24,2.82842712474619
"Back",2018-03-07,17,29.5,3.53553390593274
"Back",2018-03-07,18,29.5,4.94974746830583
"Back",2018-03-07,19,34,2.82842712474619
"Back",2018-03-07,20,36.5,0.707106781186548
"Back",2018-03-07,21,34,2.82842712474619
"Back",2018-03-07,22,27.5,4.94974746830583
"Back",2018-03-07,23,25,4.24264068711928
"Back",2018-03-08,0,26,2.82842712474619
"Back",2018-03-08,1,25,1.4142135623731
"Back",2018-03-08,2,20,4.24264068711928
"Back",2018-03-08,3,15,1.4142135623731
"Back",2018-03-08,4,14.5,2.12132034355964
"Back",2018-03-08,5,15.5,3.53553390593274
"Back",2018-03-08,6,17.5,4.94974746830583
"Back",2018-03-08,7,25.5,4.94974746830583
"Back",2018-03-08,8,34,4.24264068711928
"Back",2018-03-08,9,34,7.07106781186548
"Back",2018-03-08,10,33,4.24264068711928
"Back",2018-03-08,11,25,7.07106781186548
"Back",2018-03-08,12,24,8.48528137423857
"Back",2018-03-08,13,21.5,12.0208152801713
"Back",2018-03-08,14,11.5,2.12132034355964
"Back",2018-03-08,15,11,0
"Back",2018-03-08,16,12.5,0.707106781186548
"Back",2018-03-08,17,18.5,0.707106781186548
"Back",2018-03-08,18,20,0
"Back",2018-03-08,19,24,0
"Back",2018-03-08,20,24.5,0.707106781186548
"Back",2018-03-08,21,27.5,0.707106781186548
"Back",2018-03-08,22,27,0
"Back",2018-03-08,23,27,0
"Back",2018-03-09,0,28.5,0.707106781186548
"Back",2018-03-09,1,26,5.65685424949238
"Back",2018-03-09,2,23,2.82842712474619
"Back",2018-03-09,3,25.5,3.53553390593274
"Back",2018-03-09,4,23.5,0.707106781186548
"Back",2018-03-09,5,20.5,2.12132034355964
"Back",2018-03-09,6,26,1.4142135623731
"Back",2018-03-09,7,36,0
"Back",2018-03-09,8,39,1.4142135623731
"Back",2018-03-09,9,35.5,3.53553390593274
"Back",2018-03-09,10,35,2.82842712474619
"Back",2018-03-09,11,32,1.4142135623731
"Back",2018-03-09,12,31.5,0.707106781186548
"Back",2018-03-09,13,25.5,2.12132034355964
"Back",2018-03-09,14,29.5,0.707106781186548
"Back",2018-03-09,15,37,1.4142135623731
"Back",2018-03-09,16,46.5,3.53553390593274
"Back",2018-03-09,17,45.5,3.53553390593274
"Back",2018-03-09,18,47.5,4.94974746830583
"Back",2018-03-09,19,46.5,3.53553390593274
"Back",2018-03-09,20,41.5,0.707106781186548
"Back",2018-03-09,21,47,4.24264068711928
"Back",2018-03-09,22,54,4.24264068711928
"Back",2018-03-09,23,61,0
"Back",2018-03-10,0,63.5,0.707106781186548
"Back",2018-03-10,1,60.5,2.12132034355964
"Back",2018-03-10,2,54,7.07106781186548
"Back",2018-03-10,3,55,4.24264068711928
"Back",2018-03-10,4,54.5,2.12132034355964
"Back",2018-03-10,5,48,0
"Back",2018-03-10,6,46.5,4.94974746830583
"Back",2018-03-10,7,47,5.65685424949238
"Back",2018-03-10,8,50.5,3.53553390593274
"Back",2018-03-10,9,49.5,0.707106781186548
"Back",2018-03-10,10,41,8.48528137423857
"Back",2018-03-10,11,39,7.07106781186548
"Back",2018-03-10,12,36,2.82842712474619
"Back",2018-03-10,13,29.5,0.707106781186548
"Back",2018-03-10,14,27.5,4.94974746830583
"Back",2018-03-10,15,25.5,4.94974746830583
"Back",2018-03-10,16,24,5.65685424949238
"Back",2018-03-10,17,25.5,6.36396103067893
"Back",2018-03-10,18,25.5,3.53553390593274
"Back",2018-03-10,19,30,5.65685424949238
"Back",2018-03-10,20,33,4.24264068711928
"Back",2018-03-10,21,33,5.65685424949238
"Back",2018-03-10,22,30,2.82842712474619
"Back",2018-03-10,23,30,0
"Back",2018-03-11,0,28.5,3.53553390593274
"Back",2018-03-11,1,27.5,2.12132034355964
"Back",2018-03-11,2,23.5,2.12132034355964
"Back",2018-03-11,3,18.5,2.12132034355964
"Back",2018-03-11,4,16.5,0.707106781186548
"Back",2018-03-11,5,18,0
"Back",2018-03-11,6,21.5,0.707106781186548
"Back",2018-03-11,7,22.5,0.707106781186548
"Back",2018-03-11,8,27,0
"Back",2018-03-11,9,28.5,2.12132034355964
"Back",2018-03-11,10,32,0
"Back",2018-03-11,11,33,0
"Back",2018-03-11,12,30,2.82842712474619
"Back",2018-03-11,13,26,1.4142135623731
"Back",2018-03-11,14,17.5,0.707106781186548
"Back",2018-03-11,15,15.5,0.707106781186548
"Back",2018-03-11,16,16,1.4142135623731
"Back",2018-03-11,17,16.5,3.53553390593274
"Back",2018-03-11,18,16.5,3.53553390593274
"Back",2018-03-11,19,16.5,0.707106781186548
"Back",2018-03-11,20,25,2.82842712474619
"Back",2018-03-11,21,36.5,0.707106781186548
"Back",2018-03-11,22,50.5,2.12132034355964
"Back",2018-03-11,23,41,2.82842712474619
"Back",2018-03-12,0,53,12.7279220613579
"Back",2018-03-12,1,60,1.4142135623731
"Back",2018-03-12,2,58,2.82842712474619
"Back",2018-03-12,3,55,4.24264068711928
"Back",2018-03-12,4,57,2.82842712474619
"Back",2018-03-12,5,58,0
"Back",2018-03-12,6,57,1.4142135623731
"Back",2018-03-12,7,58.5,0.707106781186548
"Back",2018-03-12,8,58,0
"Back",2018-03-12,9,62,4.24264068711928
"Back",2018-03-12,10,64,1.4142135623731
"Back",2018-03-12,11,63,1.4142135623731
"Back",2018-03-12,12,62,0
"Back",2018-03-12,13,62.5,3.53553390593274
"Back",2018-03-12,14,59.5,0.707106781186548
"Back",2018-03-12,15,55,7.07106781186548
"Back",2018-03-12,16,37.5,6.36396103067893
"Back",2018-03-12,17,45.5,4.94974746830583
"Back",2018-03-12,18,48,1.4142135623731
"Back",2018-03-12,19,62,4.24264068711928
"Back",2018-03-12,20,74,4.24264068711928
"Back",2018-03-12,21,66,7.07106781186548
"Back",2018-03-12,22,53,9.89949493661167
"Back",2018-03-12,23,64.5,0.707106781186548
"Back",2018-03-13,0,82.5,7.77817459305202
"Back",2018-03-13,1,77.5,9.19238815542512
"Back",2018-03-13,2,71.5,10.6066017177982
"Back",2018-03-13,3,61,16.9705627484771
"Back",2018-03-13,4,72.5,13.4350288425444
"Back",2018-03-13,5,74.5,4.94974746830583
"Back",2018-03-13,6,70.5,2.12132034355964
"Back",2018-03-13,7,68,2.82842712474619
"Back",2018-03-13,8,74,5.65685424949238
"Back",2018-03-13,9,76,7.07106781186548
"Back",2018-03-13,10,74,4.24264068711928
"Back",2018-03-13,11,75,5.65685424949238
"Back",2018-03-13,12,43,7.07106781186548
"Back",2018-03-13,13,28,1.4142135623731
"Back",2018-03-13,14,29,1.4142135623731
"Back",2018-03-13,15,27.5,3.53553390593274
"Back",2018-03-13,16,27,5.65685424949238
"Back",2018-03-13,17,33,1.4142135623731
"Back",2018-03-13,18,34.5,10.6066017177982
"Back",2018-03-13,19,33.5,2.12132034355964
"Back",2018-03-13,20,29.5,9.19238815542512
"Back",2018-03-13,21,28,9.89949493661167
"Back",2018-03-13,22,26,5.65685424949238
"Back",2018-03-13,23,25,2.82842712474619
"Back",2018-03-14,0,24,0
"Back",2018-03-14,1,19,0
"Back",2018-03-14,2,18.5,0.707106781186548
"Back",2018-03-14,3,17,0
"Back",2018-03-14,4,14.5,0.707106781186548
"Back",2018-03-14,5,17.5,0.707106781186548
"Back",2018-03-14,6,29,2.82842712474619
"Back",2018-03-14,7,41,2.82842712474619
"Back",2018-03-14,8,48,5.65685424949238
"Back",2018-03-14,9,53,2.82842712474619
"Back",2018-03-14,10,51,4.24264068711928
"Back",2018-03-14,11,43,2.82842712474619
"Back",2018-03-14,12,34,0
"Back",2018-03-14,13,25,2.82842712474619
"Back",2018-03-14,14,21,7.07106781186548
"Back",2018-03-14,15,21.5,6.36396103067893
"Back",2018-03-14,16,21,4.24264068711928
"Back",2018-03-14,17,21,2.82842712474619
"Back",2018-03-14,18,23.5,3.53553390593274
"Back",2018-03-14,19,30.5,4.94974746830583
"Back",2018-03-14,20,35.5,3.53553390593274
"Back",2018-03-14,21,38.5,3.53553390593274
"Back",2018-03-14,22,32.5,2.12132034355964
"Back",2018-03-14,23,26,1.4142135623731
"Back",2018-03-15,0,22.5,2.12132034355964
"Back",2018-03-15,1,20,0
"Back",2018-03-15,2,20,0
"Back",2018-03-15,3,18,0
"Back",2018-03-15,4,12.5,0.707106781186548
"Back",2018-03-15,5,16,2.82842712474619
"Back",2018-03-15,6,20,0
"Back",2018-03-15,7,27,2.82842712474619
"Back",2018-03-15,8,39,1.4142135623731
"Back",2018-03-15,9,44,0
"Back",2018-03-15,10,44,1.4142135623731
"Back",2018-03-15,11,46,4.24264068711928
"Back",2018-03-15,12,43.5,2.12132034355964
"Back",2018-03-15,13,32.5,2.12132034355964
"Back",2018-03-15,14,32,4.24264068711928
"Back",2018-03-15,15,34,2.82842712474619
"Back",2018-03-15,16,36,1.4142135623731
"Back",2018-03-15,17,33.5,0.707106781186548
"Back",2018-03-15,18,40.5,2.12132034355964
"Back",2018-03-15,19,41,2.82842712474619
"Back",2018-03-15,20,39,5.65685424949238
"Back",2018-03-15,21,31,2.82842712474619
"Back",2018-03-15,22,20.5,0.707106781186548
"Back",2018-03-15,23,14.5,3.53553390593274
"Back",2018-03-16,0,15,2.82842712474619
"Back",2018-03-16,1,13.5,0.707106781186548
"Back",2018-03-16,2,10.5,0.707106781186548
"Back",2018-03-16,3,10,0
"Back",2018-03-16,4,9.5,0.707106781186548
"Back",2018-03-16,5,10,1.4142135623731
"Back",2018-03-16,6,14,1.4142135623731
"Back",2018-03-16,7,20,5.65685424949238
"Back",2018-03-16,8,20.5,7.77817459305202
"Back",2018-03-16,9,20,4.24264068711928
"Back",2018-03-16,10,20.5,3.53553390593274
"Back",2018-03-16,11,17.5,4.94974746830583
